일시,운형(운형약어),기온(C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(C),현지기압(hPa),해면기압(hPa),일조(hr),적설(cm),시정(10m),지면온도(C)
2017-01-07 03:00,,12.2,,3.4,50.0,66.0,9.3,6.0,1019.5,1021.7,,,2000,8.7
2017-01-07 04:00,,11.7,,2.8,50.0,67.0,9.2,5.7,1019.1,1021.3,,,2000,8.5
2017-01-07 05:00,,12.0,,3.1,50.0,66.0,9.2,5.8,1018.9,1021.1,,,2000,8.5
2017-01-07 06:00,,12.0,,3.2,50.0,68.0,9.5,6.2,1018.8,1021.0,,,2000,8.7
2017-01-07 07:00,,12.1,,3.5,50.0,67.0,9.4,6.1,1018.9,1021.1,,,2000,8.9
2017-01-07 08:00,,12.3,,3.3,50.0,67.0,9.5,6.3,1018.9,1021.0,0.0,,2000,9.0
2017-01-07 09:00,,12.8,,3.2,50.0,67.0,9.9,6.8,1018.9,1021.0,0.0,,2000,9.9
2017-01-07 10:00,,13.2,,3.7,50.0,69.0,10.4,7.6,1018.8,1020.9,0.0,,2000,11.2
2017-01-07 11:00,,13.3,,3.4,50.0,69.0,10.5,7.7,1018.8,1020.9,0.0,,2000,11.4
2017-01-07 12:00,,13.7,0.0,3.3,50.0,69.0,10.8,8.1,1017.4,1019.5,0.0,,2000,13.4
2017-01-07 13:00,,13.9,,3.9,50.0,67.0,10.6,7.8,1015.6,1017.7,0.1,,2000,14.4
2017-01-07 14:00,,13.8,,3.9,50.0,71.0,11.2,8.6,1014.1,1016.2,0.0,,2000,15.3
2017-01-07 15:00,,13.6,,3.5,50.0,74.0,11.5,9.0,1014.0,1016.1,0.0,,2000,13.3
2017-01-07 16:00,,13.7,,3.8,50.0,74.0,11.6,9.1,1013.9,1016.0,0.0,,2000,12.4
2017-01-07 17:00,,12.2,,3.4,70.0,90.0,12.8,10.6,1013.9,1016.0,0.0,,1592,11.7
2017-01-07 18:00,,12.3,1.5,4.1,70.0,90.0,12.9,10.7,1013.4,1015.5,0.0,,1437,11.3
2017-01-07 19:00,,12.6,,4.9,90.0,84.0,12.2,9.9,1013.6,1015.7,,,2000,11.1
2017-01-07 20:00,,12.0,,4.8,70.0,89.0,12.4,10.2,1013.5,1015.6,,,791,11.1
2017-01-07 21:00,,11.4,4.2,2.6,50.0,91.0,12.2,9.9,1013.0,1015.1,,,979,10.8
2017-01-07 22:00,,11.6,,2.1,50.0,93.0,12.7,10.5,1013.0,1015.1,,,767,10.8
2017-01-07 23:00,,12.5,,3.3,50.0,94.0,13.6,11.5,1012.3,1014.4,,,1006,11.2
2017-01-08 00:00,,12.8,7.7,4.0,70.0,93.0,13.7,11.6,1011.6,1013.7,,,849,11.5
2017-01-08 01:00,,13.0,,5.2,50.0,93.0,13.8,11.8,1010.6,1012.7,,,904,11.7
2017-01-08 02:00,,12.7,,4.7,50.0,93.0,13.6,11.5,1010.4,1012.5,,,554,11.8
2017-01-08 03:00,,11.5,9.2,5.6,20.0,92.0,12.4,10.2,1010.0,1012.1,,,1145,11.1
2017-01-08 04:00,,10.8,,6.1,360.0,92.0,11.9,9.5,1009.8,1011.9,,,1080,10.5
2017-01-08 05:00,,10.2,,6.8,360.0,91.0,11.2,8.7,1009.6,1011.8,,,705,10.0
2017-01-08 06:00,,10.2,4.4,5.5,360.0,91.0,11.2,8.7,1009.7,1011.9,,,836,9.8
2017-01-08 07:00,,10.4,,4.6,360.0,88.0,11.0,8.4,1010.1,1012.3,,,2000,9.7
2017-01-08 08:00,,10.8,,3.5,360.0,87.0,11.2,8.7,1010.8,1012.9,0.0,,2000,9.8
2017-01-08 09:00,,11.1,0.8,2.9,360.0,84.0,11.0,8.4,1011.4,1013.5,0.0,,2000,10.0
2017-01-08 10:00,,11.3,,3.7,360.0,82.0,10.9,8.3,1011.7,1013.8,0.0,,2000,10.3
2017-01-08 11:00,,12.2,,3.1,360.0,79.0,11.2,8.6,1011.3,1013.4,0.0,,2000,12.1
2017-01-08 12:00,,12.4,,4.3,360.0,77.0,11.0,8.4,1010.7,1012.8,0.0,,2000,13.3
2017-01-08 13:00,,12.5,,3.6,340.0,76.0,10.9,8.3,1010.0,1012.1,0.0,,2000,14.1
2017-01-08 14:00,,11.8,,2.8,340.0,73.0,10.1,7.1,1009.3,1011.4,0.1,,2000,13.4
2017-01-08 15:00,,12.4,,2.6,340.0,73.0,10.4,7.6,1009.3,1011.4,0.4,,2000,14.5
2017-01-08 16:00,,11.8,,2.8,320.0,74.0,10.2,7.3,1009.4,1011.5,0.4,,2000,13.9
2017-01-08 17:00,,11.1,,2.6,320.0,76.0,10.0,7.0,1009.8,1011.9,1.0,,2000,11.7
2017-01-08 18:00,,10.6,,3.0,290.0,74.0,9.4,6.1,1010.2,1012.3,0.2,,2000,9.4
2017-01-08 19:00,,9.8,,3.2,290.0,75.0,9.0,5.5,1010.6,1012.7,,,2000,7.9
2017-01-08 20:00,,9.2,,4.0,290.0,75.0,8.7,4.9,1010.7,1012.9,,,1100,7.3
2017-01-08 21:00,,9.2,,3.8,290.0,68.0,7.8,3.5,1010.8,1013.0,,,1219,7.0
2017-01-08 22:00,,9.3,,3.3,290.0,71.0,8.3,4.3,1011.1,1013.3,,,1238,7.3
2017-01-08 23:00,,9.3,,2.4,290.0,75.0,8.7,5.0,1011.3,1013.5,,,1852,7.4
2017-01-09 00:00,,9.3,,2.7,290.0,76.0,8.8,5.2,1010.9,1013.1,,,2000,7.5
2017-01-09 01:00,,8.9,,6.3,290.0,78.0,8.8,5.2,1010.2,1012.4,,,2000,6.9
2017-01-09 02:00,,8.6,,7.1,290.0,79.0,8.8,5.1,1010.5,1012.7,,,1947,6.7
2017-01-09 03:00,,8.9,,3.9,290.0,77.0,8.7,5.0,1012.8,1015.0,,,2000,7.2
2017-01-09 04:00,,8.8,,2.8,290.0,77.0,8.7,4.9,1013.0,1015.2,,,1879,7.3
2017-01-09 05:00,,8.3,,3.7,290.0,79.0,8.6,4.8,1013.2,1015.4,,,1592,7.1
2017-01-09 06:00,,7.9,,5.4,290.0,74.0,7.8,3.5,1013.9,1016.1,,,1976,6.5
2017-01-09 07:00,,7.3,,3.4,290.0,67.0,6.8,1.5,1014.4,1016.6,,,2000,5.8
2017-01-09 08:00,,7.3,,4.0,290.0,65.0,6.6,1.1,1015.2,1017.4,0.0,,2000,5.5
2017-01-09 09:00,,7.2,,4.9,290.0,65.0,6.6,1.0,1016.0,1018.2,0.0,,2000,5.4
2017-01-09 10:00,,7.4,,4.2,290.0,65.0,6.7,1.2,1016.5,1018.7,0.0,,2000,5.6
2017-01-09 11:00,,7.4,,4.6,290.0,65.0,6.7,1.2,1017.0,1019.2,0.0,,2000,5.7
2017-01-09 12:00,,7.8,,4.4,290.0,63.0,6.6,1.1,1015.9,1018.1,0.0,,1107,6.2
2017-01-09 13:00,,7.9,,4.1,290.0,61.0,6.5,0.8,1015.5,1017.7,0.0,,1764,7.6
2017-01-09 14:00,,8.6,,4.1,320.0,60.0,6.7,1.2,1015.3,1017.5,0.9,,2000,10.9
2017-01-09 15:00,,8.4,,4.7,320.0,59.0,6.5,0.8,1015.3,1017.5,0.9,,2000,12.0
2017-01-09 16:00,,8.1,,4.8,290.0,61.0,6.6,1.0,1015.1,1017.3,1.0,,2000,10.3
2017-01-09 17:00,,7.3,,5.4,290.0,63.0,6.4,0.7,1015.5,1017.7,1.0,,2000,6.6
2017-01-09 18:00,,6.4,,3.8,290.0,65.0,6.2,0.2,1016.1,1018.3,0.3,,2000,4.4
2017-01-09 19:00,,6.1,,3.5,320.0,66.0,6.2,0.2,1016.5,1018.7,,,2000,3.8
2017-01-09 20:00,,6.0,,4.0,290.0,64.0,6.0,-0.3,1016.7,1018.9,,,2000,3.4
2017-01-09 21:00,,5.9,,1.8,340.0,66.0,6.1,0.0,1017.3,1019.5,,,2000,3.1
2017-01-09 22:00,,5.5,,3.2,290.0,67.0,6.1,-0.1,1017.4,1019.6,,,2000,2.9
2017-01-09 23:00,,4.8,,4.2,290.0,70.0,6.0,-0.2,1018.0,1020.2,,,2000,2.7
2017-01-10 00:00,,4.7,,4.3,290.0,70.0,6.0,-0.3,1018.0,1020.2,,,2000,2.4
2017-01-10 01:00,,4.6,,2.2,340.0,69.0,5.8,-0.6,1017.8,1020.0,,,2000,2.0
2017-01-10 02:00,,4.7,,3.5,290.0,66.0,5.6,-1.1,1017.5,1019.7,,,2000,2.0
2017-01-10 03:00,,4.9,,4.5,290.0,64.0,5.6,-1.3,1018.1,1020.3,,,2000,2.0
2017-01-10 04:00,,4.5,,4.6,290.0,65.0,5.5,-1.5,1018.2,1020.4,,,2000,2.0
2017-01-10 05:00,,4.5,,4.2,290.0,64.0,5.4,-1.7,1018.2,1020.4,,,2000,1.8
2017-01-10 06:00,,5.0,,5.1,290.0,64.0,5.6,-1.2,1018.6,1020.8,,,2000,2.4
2017-01-10 07:00,,4.9,,4.8,290.0,64.0,5.6,-1.3,1019.1,1021.3,,,2000,2.0
2017-01-10 08:00,,4.9,,4.7,290.0,64.0,5.6,-1.3,1019.5,1021.7,0.0,,2000,2.1
2017-01-10 09:00,,5.7,,3.4,290.0,59.0,5.4,-1.7,1020.6,1022.8,0.8,,2000,3.8
2017-01-10 10:00,,6.1,,4.5,290.0,60.0,5.7,-1.0,1021.0,1023.2,0.9,,2000,5.1
2017-01-10 11:00,,6.2,,4.6,290.0,55.0,5.2,-2.1,1021.0,1023.2,0.2,,2000,4.5
2017-01-10 12:00,,7.0,,6.4,290.0,56.0,5.6,-1.1,1019.8,1022.0,0.6,,2000,5.9
2017-01-10 13:00,,7.1,,7.1,290.0,54.0,5.5,-1.5,1019.3,1021.5,1.0,,2000,10.7
2017-01-10 14:00,,7.1,,6.0,290.0,52.0,5.2,-2.1,1018.4,1020.6,1.0,,2000,10.8
2017-01-10 15:00,,7.3,,7.0,290.0,56.0,5.7,-0.9,1018.1,1020.3,1.0,,2000,10.3
2017-01-10 16:00,,6.5,,6.9,290.0,56.0,5.4,-1.6,1018.7,1020.9,1.0,,2000,8.2
2017-01-10 17:00,,5.9,,6.9,290.0,57.0,5.3,-1.9,1019.6,1021.8,1.0,,2000,4.9
2017-01-10 18:00,,5.3,,5.9,290.0,59.0,5.3,-2.0,1019.9,1022.1,0.3,,2000,2.9
2017-01-10 19:00,,5.5,,4.7,290.0,57.0,5.2,-2.3,1020.9,1023.1,,,2000,2.6
2017-01-10 20:00,,5.4,,3.6,320.0,59.0,5.3,-1.9,1021.4,1023.6,,,2000,2.3
2017-01-10 21:00,,5.7,,3.2,320.0,60.0,5.5,-1.4,1021.7,1023.9,,,2000,2.7
2017-01-10 22:00,,5.2,,3.1,290.0,64.0,5.7,-1.0,1022.2,1024.4,,,2000,2.5
