일시,운형(운형약어),기온(C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(C),현지기압(hPa),해면기압(hPa),일조(hr),적설(cm),시정(10m),지면온도(C)
2016-01-01 16:00,,9.9,,2.0,20.0,62.0,7.5,2.9,1028.0,1030.2,0.2,,1400.0,10.8
2016-01-01 17:00,,9.8,,1.7,230.0,63.0,7.6,3.0,1028.0,1030.2,0.3,,1500.0,9.3
2016-01-01 18:00,,8.0,,1.7,250.0,72.0,7.7,3.2,1028.2,1030.4,0.0,,1400.0,7.5
2016-01-01 19:00,,7.7,,2.7,290.0,69.0,7.2,2.3,1028.2,1030.4,,,1400.0,7.0
2016-01-01 20:00,,6.5,,2.6,290.0,71.0,6.9,1.6,1027.8,1030.0,,,1600.0,6.2
2016-01-01 21:00,,5.9,,3.5,290.0,70.0,6.5,0.8,1027.5,1029.7,,,1400.0,5.3
2016-01-01 22:00,,6.7,,2.2,290.0,69.0,6.8,1.4,1027.3,1029.5,,,1700.0,5.5
2016-01-01 23:00,,6.1,,3.3,290.0,69.0,6.5,0.8,1026.5,1028.7,,,1700.0,5.0
2016-01-02 00:00,,6.1,,2.0,290.0,72.0,6.8,1.4,1026.3,1028.5,,,1700.0,4.4
2016-01-02 01:00,,6.6,,3.3,290.0,68.0,6.6,1.1,1026.2,1028.4,,,1800.0,5.1
2016-01-02 02:00,,6.4,,1.6,290.0,71.0,6.8,1.5,1025.7,1027.9,,,1800.0,5.1
2016-01-02 03:00,,7.8,,1.6,290.0,68.0,7.2,2.2,1025.0,1027.2,,,1900.0,5.5
2016-01-02 04:00,,7.5,,0.9,290.0,71.0,7.3,2.5,1024.7,1026.9,,,1800.0,5.5
2016-01-02 05:00,,6.9,,0.9,270.0,74.0,7.3,2.5,1023.8,1026.0,,,1800.0,5.4
2016-01-02 06:00,,8.5,,1.8,290.0,70.0,7.7,3.3,1023.9,1026.1,,,2000.0,5.7
2016-01-02 07:00,,8.6,,2.3,290.0,70.0,7.8,3.4,1024.0,1026.2,,,2000.0,6.0
2016-01-02 08:00,,9.2,,1.7,290.0,68.0,7.8,3.5,1023.8,1026.0,0.0,,2000.0,6.4
2016-01-02 09:00,,9.9,,1.3,270.0,71.0,8.6,4.8,1023.6,1025.8,0.0,,2000.0,7.3
2016-01-02 10:00,,14.4,,2.2,250.0,55.0,9.0,5.4,1023.8,1025.9,0.8,,2000.0,10.1
2016-01-02 11:00,,14.5,,1.9,230.0,53.0,8.7,5.0,1023.4,1025.5,0.9,,2000.0,12.4
2016-01-02 12:00,,14.7,,2.4,180.0,53.0,8.8,5.2,1022.3,1024.4,0.8,,2000.0,14.6
2016-01-02 13:00,,14.7,,2.7,180.0,60.0,10.0,7.0,1021.2,1023.3,0.2,,2000.0,13.9
2016-01-02 14:00,,14.4,,2.9,180.0,63.0,10.3,7.4,1020.1,1022.2,0.1,,2000.0,13.5
2016-01-02 15:00,,14.8,,2.0,230.0,62.0,10.4,7.5,1019.9,1022.0,0.0,,2000.0,12.9
2016-01-02 16:00,,13.8,,1.1,340.0,61.0,9.5,6.3,1019.3,1021.4,0.0,,2000.0,12.1
2016-01-02 17:00,,12.9,,0.8,320.0,66.0,9.7,6.6,1019.2,1021.3,0.0,,1800.0,11.0
2016-01-02 18:00,,12.0,,0.6,290.0,71.0,9.9,6.8,1019.4,1021.6,0.0,,1800.0,10.3
2016-01-02 19:00,,11.3,,0.9,290.0,75.0,10.0,7.0,1019.4,1021.6,,,1500.0,9.8
2016-01-02 20:00,,10.7,,0.8,290.0,77.0,9.9,6.8,1019.3,1021.5,,,1700.0,9.3
2016-01-02 21:00,,9.8,,1.2,290.0,80.0,9.7,6.5,1019.4,1021.6,,,1600.0,8.5
2016-01-02 22:00,,8.7,,1.0,290.0,83.0,9.3,5.9,1019.1,1021.3,,,1400.0,8.0
2016-01-02 23:00,,9.4,,2.1,290.0,82.0,9.6,6.4,1019.0,1021.2,,,1500.0,7.8
2016-01-03 00:00,,9.0,,1.7,290.0,85.0,9.7,6.6,1018.5,1020.7,,,1400.0,7.5
2016-01-03 01:00,,8.2,,1.6,320.0,89.0,9.6,6.4,1018.3,1020.5,,,1100.0,7.0
2016-01-03 02:00,,7.9,,1.3,320.0,87.0,9.2,5.8,1017.8,1020.0,,,1300.0,6.9
2016-01-03 03:00,,8.2,,1.9,320.0,85.0,9.2,5.8,1017.8,1020.0,,,1600.0,6.6
2016-01-03 04:00,,8.7,,1.1,320.0,87.0,9.7,6.6,1017.3,1019.5,,,1500.0,7.1
2016-01-03 05:00,,9.7,,1.7,290.0,84.0,10.1,7.1,1016.9,1019.1,,,1800.0,7.5
2016-01-03 06:00,,10.5,,2.2,270.0,86.0,10.9,8.2,1017.2,1019.4,,,1500.0,7.7
2016-01-03 07:00,,10.5,,3.5,290.0,86.0,10.9,8.2,1017.7,1019.9,,,1000.0,8.4
2016-01-03 08:00,,10.5,,2.0,290.0,84.0,10.6,7.9,1018.0,1020.2,0.0,,900.0,8.4
2016-01-03 09:00,,11.1,,1.4,290.0,84.0,11.0,8.4,1018.3,1020.5,0.0,,800.0,9.1
2016-01-03 10:00,,13.3,,1.8,290.0,77.0,11.7,9.3,1018.8,1020.9,0.5,,900.0,11.2
2016-01-03 11:00,,14.3,,0.9,270.0,68.0,11.0,8.4,1018.6,1020.7,0.1,,1300.0,12.2
2016-01-03 12:00,,15.6,,1.2,290.0,46.0,8.1,4.0,1018.1,1020.2,0.2,,2000.0,14.4
2016-01-03 13:00,,15.8,,1.0,20.0,47.0,8.4,4.4,1017.0,1019.1,0.2,,1900.0,16.2
2016-01-03 14:00,,15.7,,2.6,360.0,52.0,9.2,5.8,1016.2,1018.3,0.5,,1700.0,17.6
2016-01-03 15:00,,16.6,,2.8,110.0,46.0,8.7,4.9,1016.4,1018.5,1.0,,1800.0,20.6
2016-01-03 16:00,,15.6,,2.2,110.0,54.0,9.5,6.3,1016.6,1018.7,1.0,,1500.0,18.6
2016-01-03 17:00,,15.1,,0.7,160.0,57.0,9.7,6.6,1016.9,1019.0,1.0,,1800.0,15.1
2016-01-03 18:00,,10.9,,2.3,290.0,68.0,8.8,5.2,1017.4,1019.6,0.1,,1500.0,11.5
2016-01-03 19:00,,11.5,,2.3,290.0,60.0,8.1,3.9,1017.9,1020.1,,,1100.0,9.4
2016-01-03 20:00,,7.9,,0.3,0.0,79.0,8.4,4.5,1018.3,1020.5,,,740.0,7.8
2016-01-03 21:00,,5.9,,0.8,320.0,79.0,7.3,2.5,1018.4,1020.6,,,900.0,6.8
2016-01-03 22:00,,6.2,,1.4,290.0,79.0,7.5,2.8,1018.7,1020.9,,,1300.0,6.3
2016-01-03 23:00,,9.3,,2.4,290.0,77.0,9.0,5.4,1018.9,1021.1,,,1100.0,6.9
2016-01-04 00:00,,8.4,,2.1,320.0,68.0,7.5,2.8,1018.7,1020.9,,,1300.0,6.7
2016-01-04 01:00,,8.6,,2.3,290.0,73.0,8.1,4.0,1018.3,1020.5,,,1200.0,6.2
2016-01-04 02:00,,7.9,,2.1,290.0,65.0,6.9,1.7,1018.3,1020.5,,,1400.0,5.9
2016-01-04 03:00,,8.7,,3.3,290.0,58.0,6.5,0.8,1018.1,1020.3,,,1500.0,5.7
2016-01-04 04:00,,10.8,,3.3,320.0,61.0,7.8,3.5,1017.7,1019.9,,,700.0,6.0
2016-01-04 05:00,,10.8,,3.3,290.0,69.0,8.9,5.3,1017.9,1020.1,,,490.0,6.7
2016-01-04 06:00,,11.1,,3.0,290.0,70.0,9.2,5.8,1017.9,1020.1,,,410.0,7.5
2016-01-04 07:00,,10.8,,1.9,320.0,81.0,10.4,7.6,1018.8,1021.0,,,240.0,7.6
2016-01-04 08:00,,10.0,,1.4,320.0,83.0,10.2,7.2,1019.6,1021.8,0.0,,200.0,7.5
2016-01-04 09:00,,11.3,,4.4,290.0,78.0,10.4,7.5,1020.2,1022.4,0.0,,240.0,8.5
2016-01-04 10:00,,11.8,,2.4,320.0,74.0,10.2,7.3,1020.6,1022.8,0.4,,260.0,9.8
2016-01-04 11:00,,12.0,,3.4,290.0,70.0,9.7,6.6,1020.3,1022.5,0.9,,300.0,11.8
2016-01-04 12:00,,12.0,,3.2,320.0,66.0,9.2,5.8,1019.9,1022.1,0.7,,310.0,12.5
2016-01-04 13:00,,12.5,,4.4,320.0,58.0,8.4,4.4,1019.1,1021.2,0.8,,500.0,14.4
2016-01-04 14:00,,12.9,,3.6,320.0,50.0,7.4,2.7,1018.9,1021.0,0.9,,900.0,14.6
2016-01-04 15:00,,12.4,,3.2,340.0,53.0,7.6,3.0,1018.8,1020.9,1.0,,800.0,14.7
2016-01-04 16:00,,11.4,,2.5,290.0,61.0,8.2,4.1,1019.6,1021.8,0.6,,600.0,12.2
2016-01-04 17:00,,10.9,,2.2,270.0,63.0,8.2,4.1,1019.3,1021.5,0.0,,600.0,10.4
2016-01-04 18:00,,10.2,,3.4,290.0,68.0,8.4,4.5,1019.7,1021.9,0.0,,500.0,9.3
2016-01-04 19:00,,10.4,,3.9,290.0,66.0,8.3,4.3,1020.2,1022.4,,,600.0,8.8
2016-01-04 20:00,,10.2,,1.8,290.0,69.0,8.5,4.7,1020.9,1023.1,,,700.0,8.7
2016-01-04 21:00,,10.1,,3.6,320.0,69.0,8.5,4.6,1020.5,1022.7,,,700.0,8.6
2016-01-04 22:00,,10.2,,1.3,320.0,68.0,8.4,4.5,1021.3,1023.5,,,800.0,8.5
2016-01-04 23:00,,10.3,,1.9,340.0,63.0,7.8,3.5,1021.3,1023.5,,,1100.0,8.3
2016-01-05 00:00,,10.2,,1.5,270.0,58.0,7.2,2.2,1020.9,1023.1,,,1600.0,8.1
2016-01-05 01:00,,10.1,,1.5,340.0,54.0,6.6,1.1,1020.6,1022.8,,,2000.0,7.8
2016-01-05 02:00,,9.9,,2.2,320.0,57.0,6.9,1.7,1020.7,1022.9,,,2000.0,7.6
2016-01-05 03:00,,9.9,,2.1,290.0,57.0,6.9,1.7,1020.8,1023.0,,,2000.0,7.6
2016-01-05 04:00,,9.8,,2.5,340.0,56.0,6.8,1.4,1020.6,1022.8,,,2000.0,7.5
2016-01-05 05:00,,9.5,,2.8,340.0,56.0,6.6,1.1,1019.7,1021.9,,,2000.0,7.4
2016-01-05 06:00,,9.2,,2.9,290.0,57.0,6.6,1.1,1020.8,1023.0,,,2000.0,7.2
2016-01-05 07:00,,8.5,,2.5,290.0,60.0,6.6,1.1,1021.2,1023.4,,,2000.0,7.0
2016-01-05 08:00,,8.5,,2.2,290.0,61.0,6.7,1.3,1021.3,1023.5,0.0,,2000.0,7.0
2016-01-05 09:00,,8.3,,3.1,290.0,62.0,6.8,1.4,1021.9,1024.1,0.0,,2000.0,6.9
2016-01-05 10:00,,8.5,,3.3,360.0,58.0,6.4,0.6,1022.5,1024.7,0.0,,1500.0,6.9
2016-01-05 11:00,,6.3,,3.1,340.0,85.0,8.1,3.9,1023.0,1025.2,0.0,,700.0,6.8
2016-01-05 12:00,,5.9,2.3,3.2,340.0,91.0,8.4,4.5,1022.9,1025.1,0.0,,900.0,7.1
2016-01-05 13:00,,6.5,,3.7,360.0,91.0,8.8,5.1,1021.4,1023.6,0.0,,900.0,7.7
2016-01-05 14:00,,6.9,,2.9,340.0,92.0,9.1,5.6,1020.9,1023.1,0.0,,1100.0,8.0
2016-01-05 15:00,,7.2,2.2,3.0,340.0,90.0,9.1,5.6,1020.4,1022.6,0.0,,1700.0,8.0
2016-01-05 16:00,,7.2,,3.5,340.0,90.0,9.1,5.6,1020.3,1022.5,0.0,,1100.0,7.7
2016-01-05 17:00,,7.1,,2.1,340.0,88.0,8.8,5.2,1020.9,1023.1,0.0,,1000.0,7.5
2016-01-05 18:00,,7.2,0.2,1.5,320.0,88.0,8.9,5.3,1021.5,1023.7,0.0,,1100.0,7.4
2016-01-05 19:00,,7.1,,2.1,320.0,83.0,8.4,4.4,1021.8,1024.0,,,1200.0,7.1
2016-01-05 20:00,,6.8,,1.5,320.0,81.0,8.0,3.7,1022.3,1024.5,,,1600.0,6.7
2016-01-05 21:00,,6.3,,1.1,320.0,77.0,7.3,2.5,1022.6,1024.8,,,2000.0,6.2
2016-01-05 22:00,,6.3,,1.9,320.0,73.0,7.0,1.8,1022.4,1024.6,,,2000.0,5.7
2016-01-05 23:00,,6.1,,3.0,360.0,71.0,6.7,1.2,1022.4,1024.6,,,2000.0,5.3
2016-01-06 00:00,,5.7,,2.1,340.0,69.0,6.3,0.4,1022.0,1024.2,,,2000.0,4.9
2016-01-06 01:00,,5.3,,1.2,320.0,72.0,6.4,0.6,1021.8,1024.0,,,2000.0,4.6
2016-01-06 02:00,,5.1,,2.3,290.0,73.0,6.4,0.6,1021.9,1024.1,,,2000.0,4.3
2016-01-06 03:00,,5.3,,1.5,290.0,74.0,6.6,1.0,1021.1,1023.3,,,2000.0,4.3
2016-01-06 04:00,,6.0,,1.7,290.0,70.0,6.5,0.9,1021.4,1023.6,,,2000.0,4.4
2016-01-06 05:00,,5.8,,2.1,320.0,64.0,5.9,-0.4,1021.2,1023.4,,,2000.0,4.3
2016-01-06 06:00,,5.7,,1.6,340.0,61.0,5.6,-1.2,1021.2,1023.4,,,2000.0,4.2
2016-01-06 07:00,,5.2,,1.5,290.0,62.0,5.5,-1.5,1022.4,1024.6,,,2000.0,3.9
2016-01-06 08:00,,5.4,,1.7,320.0,64.0,5.8,-0.8,1022.5,1024.7,0.0,,2000.0,3.8
2016-01-06 09:00,,6.3,,2.7,320.0,64.0,6.1,0.0,1022.6,1024.8,0.5,,2000.0,4.7
2016-01-06 10:00,,6.7,,2.5,340.0,64.0,6.2,0.3,1023.0,1025.2,,,2000.0,5.5
2016-01-06 11:00,,7.5,,,,61.0,6.3,0.4,1022.5,1024.7,,,2000.0,7.5
2016-01-06 12:00,,8.4,,,,64.0,7.0,1.9,1022.1,1024.3,,,2000.0,10.8
2016-01-06 13:00,,8.9,,,,61.0,6.9,1.7,1020.0,1022.2,,,2000.0,12.3
2016-01-06 14:00,,7.8,,5.2,290.0,64.0,6.8,1.4,1020.2,1022.4,0.9,,1800.0,11.3
2016-01-06 15:00,,7.6,,4.7,290.0,65.0,6.8,1.4,1019.3,1021.5,0.8,,1800.0,10.8
2016-01-06 16:00,,7.4,,3.7,320.0,66.0,6.8,1.4,1019.4,1021.6,0.5,,2000.0,8.6
2016-01-06 17:00,,7.1,,4.7,290.0,67.0,6.7,1.3,1019.2,1021.4,0.1,,2000.0,7.3
2016-01-06 18:00,,6.7,,3.9,290.0,70.0,6.9,1.6,1019.5,1021.7,0.0,,2000.0,6.3
2016-01-06 19:00,,6.7,,4.3,290.0,70.0,6.9,1.6,1020.3,1022.5,,,2000.0,6.0
2016-01-06 20:00,,6.7,,4.9,290.0,69.0,6.8,1.4,1020.6,1022.8,,,1300.0,5.8
2016-01-06 21:00,,6.6,,3.2,290.0,67.0,6.5,0.8,1021.0,1023.2,,,1100.0,5.1
2016-01-06 22:00,,6.2,,2.4,290.0,68.0,6.4,0.7,1021.2,1023.4,,,1100.0,4.7
2016-01-06 23:00,,6.6,,4.4,290.0,60.0,5.8,-0.6,1021.5,1023.7,,,1800.0,4.9
2016-01-07 00:00,,6.1,,2.7,290.0,64.0,6.0,-0.2,1021.7,1023.9,,,1700.0,4.4
2016-01-07 01:00,,5.9,,2.6,290.0,64.0,5.9,-0.4,1021.9,1024.1,,,2000.0,4.0
2016-01-07 02:00,,6.2,,1.7,320.0,61.0,5.8,-0.7,1022.0,1024.2,,,2000.0,4.0
2016-01-07 03:00,,5.9,,1.5,340.0,66.0,6.1,0.0,1022.0,1024.2,,,2000.0,4.1
2016-01-07 04:00,,6.5,,2.4,290.0,62.0,6.0,-0.2,1021.8,1024.0,,,2000.0,4.6
2016-01-07 05:00,,6.7,,2.5,290.0,63.0,6.2,0.1,1021.4,1023.6,,,1800.0,4.8
2016-01-07 06:00,,6.5,,2.5,320.0,66.0,6.3,0.5,1021.4,1023.6,,,1500.0,4.9
2016-01-07 07:00,,6.5,,2.9,320.0,60.0,5.8,-0.7,1021.7,1023.9,,,1800.0,4.5
2016-01-07 08:00,,6.5,,2.7,290.0,59.0,5.7,-0.9,1022.4,1024.6,0.0,,1900.0,4.5
2016-01-07 09:00,,6.6,,1.6,290.0,64.0,6.2,0.2,1022.7,1024.9,0.0,,2000.0,5.0
2016-01-07 10:00,,6.6,,3.1,290.0,64.0,6.2,0.2,1023.3,1025.5,0.0,,1600.0,5.3
2016-01-07 11:00,,7.1,,3.4,290.0,59.0,6.0,-0.3,1023.5,1025.7,0.0,,2000.0,6.1
2016-01-07 12:00,,7.0,,5.4,290.0,61.0,6.1,0.0,1022.8,1025.0,0.3,,2000.0,7.5
2016-01-07 13:00,,6.7,,5.9,290.0,55.0,5.4,-1.7,1021.6,1023.8,0.0,,2000.0,6.6
2016-01-07 14:00,,7.7,,5.1,290.0,53.0,5.6,-1.2,1021.2,1023.4,0.1,,2000.0,7.0
2016-01-07 15:00,,7.4,,5.4,290.0,54.0,5.6,-1.3,1021.0,1023.2,0.8,,2000.0,9.5
2016-01-07 16:00,,6.9,,7.2,290.0,52.0,5.2,-2.2,1021.0,1023.2,1.0,,2000.0,8.3
2016-01-07 17:00,,6.0,,3.8,290.0,55.0,5.2,-2.3,1021.4,1023.6,1.0,,2000.0,6.5
2016-01-07 18:00,,5.4,,2.9,290.0,57.0,5.1,-2.4,1021.6,1023.8,0.4,,2000.0,4.6
2016-01-07 19:00,,4.9,,1.7,290.0,63.0,5.5,-1.5,1021.7,1023.9,,,2000.0,4.4
2016-01-07 20:00,,5.7,,2.3,290.0,67.0,6.1,0.0,1021.8,1024.0,,,2000.0,4.9
2016-01-07 21:00,,5.7,,1.8,290.0,64.0,5.9,-0.5,1022.0,1024.2,,,2000.0,4.9
2016-01-07 22:00,,5.4,,2.6,290.0,64.0,5.8,-0.8,1021.8,1024.0,,,2000.0,4.7
2016-01-07 23:00,,5.3,,1.3,320.0,63.0,5.6,-1.1,1021.6,1023.8,,,2000.0,4.6
2016-01-08 00:00,,5.0,,1.9,290.0,66.0,5.8,-0.8,1021.0,1023.2,,,2000.0,4.4
2016-01-08 01:00,,5.1,,1.6,290.0,60.0,5.3,-2.0,1020.8,1023.0,,,2000.0,4.3
2016-01-08 02:00,,4.8,,1.0,290.0,63.0,5.4,-1.6,1020.6,1022.8,,,2000.0,4.3
2016-01-08 03:00,,4.6,,1.5,270.0,64.0,5.4,-1.6,1020.3,1022.5,,,2000.0,4.2
2016-01-08 04:00,,4.8,,2.7,290.0,64.0,5.5,-1.4,1020.3,1022.5,,,2000.0,4.1
2016-01-08 05:00,,4.2,,2.1,290.0,71.0,5.8,-0.6,1020.5,1022.7,,,2000.0,4.0
2016-01-08 06:00,,3.0,,2.0,290.0,84.0,6.3,0.5,1020.4,1022.6,,,2000.0,3.8
2016-01-08 07:00,,3.4,,1.4,290.0,80.0,6.2,0.2,1020.8,1023.0,,,2000.0,3.9
2016-01-08 08:00,,3.4,,0.8,250.0,81.0,6.3,0.4,1021.3,1023.5,0.0,,2000.0,3.9
2016-01-08 09:00,,3.4,0.2,0.9,250.0,87.0,6.8,1.4,1021.7,1023.9,0.0,,1900.0,4.2
2016-01-08 10:00,,4.5,,1.4,290.0,84.0,7.1,2.0,1022.3,1024.5,0.3,,1900.0,5.7
2016-01-08 11:00,,3.8,,3.2,290.0,83.0,6.6,1.1,1022.0,1024.2,0.2,,2000.0,5.8
2016-01-08 12:00,,4.5,0.4,6.3,290.0,76.0,6.4,0.6,1021.1,1023.3,0.7,,1500.0,8.2
2016-01-08 13:00,,5.9,,2.2,290.0,71.0,6.6,1.0,1020.3,1022.5,0.6,,2000.0,9.3
2016-01-08 14:00,,6.9,,3.7,290.0,62.0,6.2,0.1,1019.9,1022.1,0.2,,2000.0,8.1
2016-01-08 15:00,,4.7,0.0,1.5,290.0,82.0,7.0,1.8,1020.1,1022.3,0.1,,1500.0,6.9
2016-01-08 16:00,,4.6,,1.8,340.0,81.0,6.9,1.6,1020.1,1022.3,0.0,,1400.0,6.3
2016-01-08 17:00,,4.5,,1.5,290.0,86.0,7.2,2.3,1020.3,1022.5,0.0,,1200.0,5.9
2016-01-08 18:00,,4.2,0.2,2.1,290.0,81.0,6.7,1.2,1020.7,1022.9,0.0,,1900.0,5.1
2016-01-08 19:00,,4.0,,3.5,290.0,65.0,5.3,-1.9,1020.8,1023.0,,,2000.0,3.8
2016-01-08 20:00,,4.4,,2.8,290.0,64.0,5.4,-1.8,1021.4,1023.6,,,2000.0,3.6
2016-01-08 21:00,,3.9,,2.8,290.0,64.0,5.2,-2.3,1021.9,1024.1,,,2000.0,3.2
2016-01-08 22:00,,4.3,,2.1,290.0,62.0,5.2,-2.3,1022.1,1024.3,,,2000.0,3.5
2016-01-08 23:00,,3.6,,0.5,320.0,67.0,5.3,-1.9,1022.4,1024.6,,,2000.0,3.5
2016-01-09 00:00,,3.9,,1.3,290.0,66.0,5.4,-1.8,1022.3,1024.5,,,2000.0,3.4
2016-01-09 01:00,,4.3,,1.4,320.0,59.0,4.9,-3.0,1021.9,1024.1,,,2000.0,3.2
2016-01-09 02:00,,2.3,,1.2,290.0,65.0,4.7,-3.6,1022.2,1024.4,,,2000.0,2.2
2016-01-09 03:00,,2.5,,1.6,230.0,68.0,5.0,-2.8,1022.6,1024.8,,,2000.0,2.5
2016-01-09 04:00,,3.1,,0.8,270.0,69.0,5.3,-2.0,1022.3,1024.5,,,2000.0,2.9
2016-01-09 05:00,,3.9,,1.9,270.0,63.0,5.1,-2.5,1022.6,1024.8,,,2000.0,3.1
2016-01-09 06:00,,3.1,,1.5,250.0,68.0,5.2,-2.2,1022.8,1025.0,,,2000.0,2.9
2016-01-09 07:00,,3.1,,1.1,250.0,68.0,5.2,-2.2,1023.1,1025.3,,,2000.0,2.7
2016-01-09 08:00,,3.0,,1.0,250.0,75.0,5.7,-1.0,1023.7,1025.9,0.0,,2000.0,3.0
2016-01-09 09:00,,4.2,,1.2,250.0,71.0,5.8,-0.6,1024.4,1026.6,0.0,,2000.0,3.7
2016-01-09 10:00,,6.0,,0.8,250.0,57.0,5.4,-1.8,1024.9,1027.1,0.2,,2000.0,5.3
2016-01-09 11:00,,7.6,,1.5,320.0,52.0,5.4,-1.6,1024.7,1026.9,0.2,,2000.0,8.0
2016-01-09 12:00,,7.7,,2.4,320.0,53.0,5.6,-1.2,1024.0,1026.2,0.8,,2000.0,10.7
2016-01-09 13:00,,7.9,,3.7,290.0,53.0,5.6,-1.1,1023.2,1025.4,0.6,,2000.0,9.4
2016-01-09 14:00,,8.3,,3.3,290.0,48.0,5.3,-2.0,1022.6,1024.8,0.4,,2000.0,9.5
2016-01-09 15:00,,8.5,,3.3,320.0,50.0,5.6,-1.3,1022.4,1024.6,0.9,,2000.0,11.6
2016-01-09 16:00,,8.2,,3.4,290.0,50.0,5.4,-1.6,1022.4,1024.6,1.0,,2000.0,10.6
2016-01-09 17:00,,7.0,,3.1,290.0,57.0,5.7,-0.9,1022.3,1024.5,1.0,,2000.0,7.9
2016-01-09 18:00,,5.4,,3.5,290.0,63.0,5.7,-1.0,1022.6,1024.8,0.4,,2000.0,5.3
2016-01-09 19:00,,5.4,,3.8,290.0,58.0,5.2,-2.2,1023.1,1025.3,,,2000.0,4.2
2016-01-09 20:00,,4.1,,3.6,290.0,65.0,5.3,-1.9,1023.5,1025.7,,,2000.0,3.4
2016-01-09 21:00,,3.8,,2.9,290.0,65.0,5.2,-2.1,1023.7,1025.9,,,2000.0,3.0
2016-01-09 22:00,,3.6,,2.4,270.0,68.0,5.4,-1.7,1023.9,1026.1,,,2000.0,2.6
2016-01-09 23:00,,2.6,,2.3,290.0,76.0,5.6,-1.2,1023.7,1025.9,,,2000.0,2.5
2016-01-10 00:00,,4.8,,3.2,290.0,67.0,5.8,-0.8,1023.6,1025.8,,,2000.0,3.1
2016-01-10 01:00,,4.9,,2.4,290.0,70.0,6.1,-0.1,1023.6,1025.8,,,2000.0,3.5
2016-01-10 02:00,,4.5,,1.3,320.0,75.0,6.3,0.4,1023.4,1025.6,,,2000.0,2.9
2016-01-10 03:00,,4.6,,1.1,180.0,74.0,6.2,0.3,1023.4,1025.6,,,2000.0,3.0
2016-01-10 04:00,,4.0,,1.4,290.0,78.0,6.3,0.5,1023.3,1025.5,,,2000.0,3.0
2016-01-10 05:00,,4.7,,1.4,200.0,71.0,6.1,-0.1,1023.2,1025.4,,,2000.0,3.2
2016-01-10 06:00,,4.9,,2.9,290.0,69.0,6.0,-0.3,1023.6,1025.8,,,2000.0,3.2
2016-01-10 07:00,,3.4,,1.4,290.0,78.0,6.1,0.0,1024.1,1026.3,,,2000.0,3.0
2016-01-10 08:00,,4.0,,1.5,290.0,76.0,6.2,0.1,1024.1,1026.3,0.0,,2000.0,3.3
2016-01-10 09:00,,6.4,,0.9,320.0,66.0,6.3,0.4,1024.5,1026.7,0.5,,2000.0,4.2
2016-01-10 10:00,,8.6,,2.6,320.0,54.0,6.0,-0.2,1024.7,1026.9,1.0,,2000.0,6.9
2016-01-10 11:00,,9.2,,2.7,320.0,54.0,6.2,0.3,1024.6,1026.8,0.9,,2000.0,9.2
2016-01-10 12:00,,9.8,,3.5,290.0,57.0,6.9,1.6,1024.0,1026.2,1.0,,1700.0,11.5
2016-01-10 13:00,,10.3,,2.2,320.0,53.0,6.6,1.1,1023.0,1025.2,1.0,,1800.0,15.4
2016-01-10 14:00,,9.6,,2.6,340.0,59.0,7.0,1.9,1022.4,1024.6,0.9,,1400.0,13.1
