일시,기온(C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(C),현지기압(hPa),해면기압(hPa),일조(hr),적설(cm),지면온도(C),default,Sc,ScCi,AcCi,Ci,ScAs,StNs,CuSc,ScAc,AsCi,ScAcCi,Ac,ScNs,StAs,St,ScAsCi,As,CbStNs,CbScAs,CuCi,CbSc,CuAc,CuAcCi,CuScAc,CuAs,CuScCi,CuScAcCi,Cu,발전량
2014-01-01 16:00,12.0,0.0,4.2,290.0,39.0,5.5,-1.5,1014.8,1016.9,1.0,0.0,15.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2880000000000003
2014-01-01 17:00,10.7,0.0,2.2,290.0,45.0,5.8,-0.7,1015.3,1017.5,0.9,0.0,11.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.644
2014-01-01 18:00,7.4,0.0,1.7,290.0,59.0,6.1,-0.1,1015.7,1017.9,0.0,0.0,7.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096
2014-01-01 19:00,5.0,0.0,1.5,270.0,70.0,6.1,0.0,1015.9,1018.1,0.0,0.0,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438
2014-01-01 20:00,7.2,0.0,2.0,250.0,55.0,5.6,-1.2,1016.1,1018.3,0.0,0.0,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978
2014-01-01 21:00,4.0,0.0,2.2,250.0,69.0,5.6,-1.1,1016.6,1018.8,0.0,0.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.318
2014-01-01 22:00,6.2,0.0,2.4,270.0,58.0,5.5,-1.4,1016.8,1019.0,0.0,0.0,4.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.518
2014-01-01 23:00,5.8,0.0,2.3,270.0,57.0,5.3,-2.0,1016.9,1019.1,0.0,0.0,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9
2014-01-02 00:00,4.7,0.0,2.3,270.0,60.0,5.1,-2.4,1017.0,1019.2,0.0,0.0,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.906
2014-01-02 01:00,8.1,0.0,3.2,270.0,47.0,5.1,-2.5,1017.1,1019.3,0.0,0.0,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.658
2014-01-02 02:00,8.4,0.0,3.2,250.0,50.0,5.5,-1.4,1017.0,1019.2,0.0,0.0,4.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.388
2014-01-02 03:00,5.4,0.0,2.8,290.0,62.0,5.6,-1.3,1016.9,1019.1,0.0,0.0,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.526
2014-01-02 04:00,5.7,0.0,2.2,290.0,62.0,5.7,-1.0,1017.0,1019.2,0.0,0.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6460000000000004
2014-01-02 05:00,5.0,0.0,2.5,290.0,70.0,6.1,0.0,1017.3,1019.5,0.0,0.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.052
2014-01-02 06:00,6.8,0.0,1.5,270.0,71.0,7.0,1.8,1017.4,1019.6,0.0,0.0,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556
2014-01-02 07:00,6.5,0.0,1.5,270.0,77.0,7.4,2.7,1018.3,1020.5,0.0,0.0,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64
2014-01-02 08:00,5.5,0.0,1.9,290.0,78.0,7.0,1.9,1019.1,1021.3,0.0,0.0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.158
2014-01-02 09:00,7.2,0.0,1.9,290.0,73.0,7.4,2.6,1019.7,1021.9,0.3,0.0,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306
2014-01-02 10:00,10.6,0.0,1.8,360.0,54.0,6.9,1.6,1020.2,1022.4,1.0,0.0,10.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058
2014-01-02 11:00,11.9,0.0,2.4,360.0,47.0,6.5,0.9,1020.0,1022.2,1.0,0.0,16.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04
2014-01-02 12:00,12.8,0.0,2.6,20.0,43.0,6.3,0.5,1019.2,1021.3,1.0,0.0,22.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14400000000000002
2014-01-02 13:00,12.7,0.0,2.9,20.0,39.0,5.7,-0.9,1018.4,1020.5,1.0,0.0,25.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504
2014-01-02 14:00,12.4,0.0,2.7,50.0,36.0,5.2,-2.2,1018.1,1020.2,1.0,0.0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53
2014-01-02 15:00,12.3,0.0,2.6,20.0,36.0,5.2,-2.3,1017.8,1019.9,1.0,0.0,24.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468
2014-01-02 16:00,11.9,0.0,2.6,20.0,32.0,4.4,-4.3,1017.7,1019.9,1.0,0.0,20.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312
2014-01-02 17:00,10.7,0.0,2.4,360.0,37.0,4.8,-3.4,1018.0,1020.2,1.0,0.0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326
2014-01-02 18:00,6.3,0.0,0.9,320.0,59.0,5.6,-1.1,1018.2,1020.4,0.2,0.0,8.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112
2014-01-02 19:00,4.9,0.0,1.7,290.0,61.0,5.3,-2.0,1018.2,1020.4,0.0,0.0,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-02 20:00,4.9,0.0,1.6,290.0,58.0,5.0,-2.6,1018.3,1020.5,0.0,0.0,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-02 21:00,4.3,0.0,1.8,290.0,63.0,5.2,-2.1,1018.0,1020.2,0.0,0.0,4.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-02 22:00,5.2,0.0,2.2,290.0,59.0,5.2,-2.1,1017.9,1020.1,0.0,0.0,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-02 23:00,3.9,0.0,1.7,320.0,66.0,5.4,-1.8,1017.8,1020.0,0.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-03 00:00,4.3,0.0,2.0,320.0,68.0,5.7,-1.0,1017.6,1019.8,0.0,0.0,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-03 01:00,4.3,0.0,2.0,320.0,70.0,5.8,-0.6,1017.1,1019.3,0.0,0.0,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-03 02:00,5.4,0.0,2.3,320.0,69.0,6.2,0.1,1016.9,1019.1,0.0,0.0,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-03 03:00,5.3,0.0,2.2,320.0,73.0,6.5,0.8,1016.8,1019.0,0.0,0.0,3.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-03 04:00,5.2,0.0,2.0,320.0,75.0,6.6,1.1,1016.0,1018.2,0.0,0.0,3.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-03 05:00,4.7,0.0,2.2,320.0,82.0,7.0,1.8,1015.5,1017.7,0.0,0.0,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-03 06:00,4.6,0.0,1.7,320.0,84.0,7.1,2.1,1015.3,1017.5,0.0,0.0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-03 07:00,6.0,0.0,2.4,320.0,81.0,7.5,2.9,1015.3,1017.5,0.0,0.0,3.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-03 08:00,6.0,0.0,2.5,320.0,80.0,7.5,2.8,1015.2,1017.4,0.0,0.0,4.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-03 09:00,7.9,0.0,1.8,320.0,76.0,8.1,3.9,1015.2,1017.4,0.3,0.0,5.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-03 10:00,12.4,0.0,0.4,0.0,67.0,9.6,6.4,1015.4,1017.5,1.0,0.0,11.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-03 11:00,13.9,0.0,1.2,110.0,64.0,10.1,7.1,1014.6,1016.7,1.0,0.0,15.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-03 12:00,14.6,0.0,0.9,160.0,59.0,9.7,6.6,1014.2,1016.3,0.6,0.0,19.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-03 13:00,15.2,0.0,1.9,140.0,51.0,8.8,5.1,1013.0,1015.1,0.7,0.0,23.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-03 14:00,15.1,0.0,1.9,110.0,54.0,9.2,5.8,1012.0,1014.1,0.3,0.0,21.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-03 15:00,14.7,0.0,1.0,140.0,51.0,8.5,4.6,1011.8,1013.9,0.6,0.0,20.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-03 16:00,13.9,0.0,2.0,70.0,56.0,8.8,5.2,1012.2,1014.3,0.7,0.0,17.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-03 17:00,12.8,0.0,1.4,50.0,56.0,8.2,4.2,1012.6,1014.7,0.0,0.0,12.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2014-01-03 18:00,8.8,0.0,0.8,290.0,75.0,8.5,4.6,1013.0,1015.2,0.0,0.0,9.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244
2014-01-03 19:00,7.1,0.0,0.6,320.0,82.0,8.2,4.2,1013.2,1015.4,0.0,0.0,7.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236
2014-01-03 20:00,7.9,0.0,2.2,290.0,77.0,8.2,4.1,1013.4,1015.6,0.0,0.0,7.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118
2014-01-03 21:00,8.3,0.0,2.3,290.0,76.0,8.3,4.3,1013.7,1015.9,0.0,0.0,7.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514
2014-01-03 22:00,8.8,0.0,2.9,290.0,78.0,8.8,5.1,1013.6,1015.8,0.0,0.0,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59
2014-01-03 23:00,9.1,0.0,3.0,290.0,77.0,8.8,5.2,1014.0,1016.2,0.0,0.0,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.212
2014-01-04 00:00,9.3,0.0,2.8,290.0,72.0,8.4,4.5,1014.1,1016.3,0.0,0.0,7.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0780000000000003
2014-01-04 01:00,8.7,0.0,2.4,290.0,75.0,8.4,4.5,1014.1,1016.3,0.0,0.0,7.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948
2014-01-04 02:00,8.1,0.0,3.2,290.0,70.0,7.5,2.9,1014.4,1016.6,0.0,0.0,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226
2014-01-04 03:00,7.6,0.0,3.0,290.0,66.0,6.9,1.6,1014.5,1016.7,0.0,0.0,6.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.412
2014-01-04 04:00,7.9,0.0,1.5,340.0,71.0,7.5,2.9,1014.3,1016.5,0.0,0.0,6.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.864
2014-01-04 05:00,7.4,0.0,1.9,340.0,76.0,7.8,3.4,1014.3,1016.5,0.0,0.0,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.074
2014-01-04 06:00,6.8,0.0,1.9,340.0,77.0,7.6,3.0,1014.4,1016.6,0.0,0.0,5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.722000000000001
2014-01-04 07:00,5.7,0.0,1.5,20.0,81.0,7.4,2.6,1014.9,1017.1,0.0,0.0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.834
2014-01-04 08:00,6.5,0.0,1.9,320.0,76.0,7.3,2.5,1015.7,1017.9,0.0,0.0,4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.016
2014-01-04 09:00,6.9,0.0,4.2,290.0,75.0,7.4,2.7,1015.8,1018.0,0.3,0.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.164
2014-01-04 10:00,7.6,0.0,4.3,290.0,68.0,7.1,2.0,1016.2,1018.4,1.0,0.0,10.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.952
2014-01-04 11:00,8.2,0.0,3.9,290.0,60.0,6.5,0.8,1016.0,1018.2,1.0,0.0,15.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.54
2014-01-04 12:00,8.8,0.0,4.0,290.0,59.0,6.7,1.2,1014.9,1017.1,1.0,0.0,19.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.446
2014-01-04 13:00,8.6,0.0,4.9,290.0,54.0,6.0,-0.2,1014.3,1016.5,1.0,0.0,21.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06
2014-01-04 14:00,8.8,0.0,5.2,290.0,51.0,5.8,-0.8,1013.9,1016.1,1.0,0.0,21.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.11
2014-01-04 15:00,8.7,0.0,5.3,290.0,51.0,5.8,-0.8,1013.7,1015.9,1.0,0.0,20.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.52
2014-01-04 16:00,7.9,0.0,6.0,290.0,54.0,5.8,-0.8,1014.6,1016.8,1.0,0.0,16.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.564
2014-01-04 17:00,6.6,0.0,3.6,290.0,62.0,6.1,-0.1,1014.9,1017.1,1.0,0.0,9.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.016
2014-01-04 18:00,5.3,0.0,4.8,290.0,64.0,5.7,-0.9,1015.6,1017.8,0.3,0.0,5.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92
2014-01-04 19:00,4.9,0.0,3.4,290.0,65.0,5.6,-1.1,1015.7,1017.9,0.0,0.0,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4
2014-01-04 20:00,4.2,0.0,2.3,290.0,61.0,5.0,-2.6,1016.2,1018.4,0.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32
2014-01-04 21:00,3.8,0.0,2.4,290.0,67.0,5.4,-1.7,1016.7,1018.9,0.0,0.0,3.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.207999999999998
2014-01-04 22:00,3.6,0.0,2.4,290.0,65.0,5.2,-2.3,1017.0,1019.2,0.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.146
2014-01-04 23:00,3.0,0.0,1.6,320.0,71.0,5.4,-1.7,1016.9,1019.1,0.0,0.0,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.602
2014-01-05 00:00,2.6,0.0,2.0,290.0,70.0,5.2,-2.3,1016.7,1018.9,0.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.032
2014-01-05 01:00,2.7,0.0,3.1,290.0,70.0,5.2,-2.2,1016.9,1019.1,0.0,0.0,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.684
2014-01-05 02:00,2.9,0.0,2.9,290.0,69.0,5.2,-2.2,1017.3,1019.5,0.0,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.73
2014-01-05 03:00,1.8,0.0,1.7,290.0,71.0,4.9,-2.9,1017.9,1020.1,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82
2014-01-05 04:00,3.0,0.0,3.3,290.0,68.0,5.2,-2.3,1017.7,1019.9,0.0,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.838
2014-01-05 05:00,3.1,0.0,2.2,290.0,67.0,5.1,-2.4,1017.8,1020.0,0.0,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.964
2014-01-05 06:00,3.6,0.0,2.6,320.0,64.0,5.1,-2.5,1018.1,1020.3,0.0,0.0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.852
2014-01-05 07:00,3.5,0.0,2.4,290.0,62.0,4.9,-3.1,1018.8,1021.0,0.0,0.0,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.336
2014-01-05 08:00,3.3,0.0,2.7,290.0,66.0,5.1,-2.4,1019.0,1021.2,0.0,0.0,1.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.768
2014-01-05 09:00,5.4,0.0,5.0,290.0,53.0,4.8,-3.4,1018.7,1020.9,0.9,0.0,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.852
2014-01-05 10:00,6.6,0.0,5.1,290.0,48.0,4.7,-3.6,1019.2,1021.4,1.0,0.0,11.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.254
2014-01-05 11:00,7.6,0.0,4.7,320.0,43.0,4.5,-4.2,1019.2,1021.4,1.0,0.0,16.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7360000000000015
2014-01-05 12:00,7.9,0.0,4.0,320.0,37.0,3.9,-5.9,1018.9,1021.1,1.0,0.0,20.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.124
2014-01-05 13:00,8.5,0.0,4.5,270.0,38.0,4.2,-5.0,1018.3,1020.5,1.0,0.0,21.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.236
2014-01-05 14:00,8.8,0.0,5.4,290.0,34.0,3.8,-6.2,1018.2,1020.4,1.0,0.0,22.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.61
2014-01-05 15:00,8.2,0.0,5.0,290.0,39.0,4.2,-4.9,1018.6,1020.8,1.0,0.0,19.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.132
