일시,기온(C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(C),현지기압(hPa),해면기압(hPa),일조(hr),적설(cm),지면온도(C),default,Sc,ScCi,AcCi,Ci,ScAs,StNs,CuSc,ScAc,AsCi,ScAcCi,Ac,ScNs,StAs,St,ScAsCi,As,CbStNs,CbScAs,CuCi,CbSc,CuAc,CuAcCi,CuScAc,CuAs,CuScCi,CuScAcCi,Cu,발전량
2015-01-02 22:00,2.1,0.0,4.4,360.0,69.0,4.9,-3.0,1024.9,1027.2,0.0,0.0,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1
2015-01-02 23:00,2.0,0.0,2.6,360.0,68.0,4.8,-3.2,1024.8,1027.1,0.0,0.0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8280000000000003
2015-01-03 00:00,1.4,0.0,2.0,320.0,70.0,4.8,-3.4,1024.7,1027.0,0.0,0.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.518
2015-01-03 01:00,1.3,0.0,2.2,290.0,74.0,5.0,-2.8,1024.7,1027.0,0.0,0.0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.905
2015-01-03 02:00,0.4,0.0,2.2,290.0,78.0,4.9,-2.9,1024.3,1026.6,0.0,0.0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655
2015-01-03 03:00,0.1,0.0,3.5,290.0,79.0,4.9,-3.1,1023.6,1025.9,0.0,0.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481
2015-01-03 04:00,0.8,0.0,2.4,290.0,74.0,4.8,-3.3,1023.8,1026.1,0.0,0.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585
2015-01-03 05:00,1.7,0.0,3.1,290.0,72.0,5.0,-2.8,1023.5,1025.8,0.0,0.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.669
2015-01-03 06:00,2.0,0.0,2.2,290.0,70.0,4.9,-2.9,1023.3,1025.5,0.0,0.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.277
2015-01-03 07:00,2.1,0.0,4.3,290.0,71.0,5.0,-2.6,1023.5,1025.7,0.0,0.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.488
2015-01-03 08:00,2.5,0.0,4.1,290.0,71.0,5.2,-2.2,1023.8,1026.0,0.0,0.0,0.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.093
2015-01-03 09:00,3.9,0.0,3.5,290.0,67.0,5.4,-1.6,1023.3,1025.5,0.2,0.0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.137
2015-01-03 10:00,4.9,0.0,3.8,290.0,66.0,5.7,-0.9,1023.8,1026.0,0.1,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.251
2015-01-03 11:00,6.5,0.0,2.4,290.0,63.0,6.1,0.0,1023.3,1025.5,0.9,0.0,7.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.726
2015-01-03 12:00,8.1,0.0,2.4,290.0,57.0,6.1,0.0,1022.2,1024.4,1.0,0.0,11.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.022
2015-01-03 13:00,7.3,0.0,2.0,290.0,59.0,6.1,-0.1,1021.4,1023.6,0.7,0.0,9.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4069999999999998
2015-01-03 14:00,8.2,0.0,2.0,290.0,58.0,6.3,0.4,1020.2,1022.4,0.7,0.0,11.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486
2015-01-03 15:00,9.1,0.0,0.7,250.0,56.0,6.4,0.7,1020.2,1022.4,0.7,0.0,12.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332
2015-01-03 16:00,8.0,0.0,1.0,360.0,60.0,6.4,0.6,1020.1,1022.3,0.2,0.0,10.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226
2015-01-03 17:00,7.4,0.0,2.0,360.0,62.0,6.3,0.5,1020.1,1022.3,0.2,0.0,8.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057
2015-01-03 18:00,5.5,0.0,0.7,340.0,72.0,6.5,0.8,1019.1,1021.3,0.1,0.0,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11
2015-01-03 19:00,4.8,0.0,1.8,290.0,76.0,6.5,0.9,1019.8,1022.0,0.0,0.0,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2015-01-03 20:00,3.4,0.0,3.2,290.0,78.0,6.1,0.0,1019.8,1022.0,0.0,0.0,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166
2015-01-03 21:00,3.2,0.0,0.5,320.0,81.0,6.2,0.2,1019.1,1021.3,0.0,0.0,3.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2015-01-03 22:00,5.0,0.0,1.6,290.0,77.0,6.7,1.2,1018.6,1020.8,0.0,0.0,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
2015-01-03 23:00,6.8,0.0,1.7,250.0,72.0,7.1,2.0,1017.7,1019.9,0.0,0.0,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.019
2015-01-04 00:00,8.0,0.0,3.2,230.0,69.0,7.4,2.6,1017.1,1019.3,0.0,0.0,4.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109
2015-01-04 01:00,8.1,0.0,2.5,250.0,69.0,7.4,2.7,1017.2,1019.4,0.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.816
2015-01-04 02:00,6.4,0.0,2.2,270.0,75.0,7.2,2.2,1017.1,1019.3,0.0,0.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141
2015-01-04 03:00,5.8,0.0,3.0,290.0,73.0,6.7,1.3,1016.8,1019.0,0.0,0.0,3.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006
2015-01-04 04:00,4.4,0.0,1.2,270.0,81.0,6.8,1.4,1016.2,1018.4,0.0,0.0,3.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154
2015-01-04 05:00,6.0,0.0,2.6,290.0,80.0,7.5,2.8,1015.7,1017.9,0.0,0.0,3.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223
2015-01-04 06:00,6.8,0.0,2.3,270.0,78.0,7.7,3.2,1015.6,1017.8,0.0,0.0,3.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141
2015-01-04 07:00,6.7,0.0,2.2,270.0,79.0,7.7,3.3,1015.3,1017.5,0.0,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289
2015-01-04 08:00,7.4,0.0,2.8,290.0,76.0,7.8,3.4,1015.3,1017.5,0.0,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59
2015-01-04 09:00,9.5,0.0,2.4,290.0,71.0,8.4,4.4,1016.0,1018.2,0.7,0.0,5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233
2015-01-04 10:00,13.0,0.0,2.4,270.0,58.0,8.7,4.9,1016.3,1018.4,1.0,0.0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215
2015-01-04 11:00,15.0,0.0,1.3,200.0,51.0,8.7,4.9,1016.1,1018.2,1.0,0.0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609
2015-01-04 12:00,15.5,0.0,1.5,290.0,41.0,7.2,2.2,1015.2,1017.3,1.0,0.0,17.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608
2015-01-04 13:00,15.8,0.0,2.0,160.0,52.0,9.3,5.9,1014.5,1016.6,1.0,0.0,19.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784
2015-01-04 14:00,15.7,0.0,3.1,160.0,54.0,9.6,6.4,1014.3,1016.4,1.0,0.0,19.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6629999999999999
2015-01-04 15:00,15.3,0.0,2.6,360.0,55.0,9.5,6.2,1014.5,1016.6,1.0,0.0,19.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51
2015-01-04 16:00,13.8,0.0,2.1,320.0,62.0,9.7,6.6,1015.1,1017.2,1.0,0.0,15.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728
2015-01-04 17:00,12.1,0.0,2.1,320.0,66.0,9.3,5.9,1015.8,1017.9,1.0,0.0,12.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63
2015-01-04 18:00,10.0,0.0,2.1,290.0,76.0,9.3,5.9,1016.0,1018.2,0.1,0.0,9.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.985
2015-01-04 19:00,8.6,0.0,2.2,290.0,81.0,9.0,5.5,1016.5,1018.7,0.0,0.0,8.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.245
2015-01-04 20:00,7.3,0.0,2.2,290.0,84.0,8.5,4.7,1016.6,1018.8,0.0,0.0,7.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.448
2015-01-04 21:00,8.2,0.0,2.8,290.0,70.0,7.6,3.0,1016.8,1019.0,0.0,0.0,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.199
2015-01-04 22:00,5.5,0.0,2.0,290.0,82.0,7.4,2.6,1017.0,1019.2,0.0,0.0,5.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.135
2015-01-04 23:00,7.0,0.0,2.3,290.0,80.0,8.0,3.7,1017.0,1019.2,0.0,0.0,5.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.238
2015-01-05 00:00,6.1,0.0,1.3,290.0,79.0,7.4,2.7,1016.6,1018.8,0.0,0.0,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3219999999999998
2015-01-05 01:00,5.5,0.0,2.5,270.0,81.0,7.3,2.4,1017.0,1019.2,0.0,0.0,4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.062
2015-01-05 02:00,5.1,0.0,2.2,290.0,82.0,7.2,2.2,1017.5,1019.7,0.0,0.0,3.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.708
2015-01-05 03:00,5.8,0.0,2.7,290.0,82.0,7.5,2.9,1017.9,1020.1,0.0,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16
2015-01-05 04:00,5.9,0.0,2.7,290.0,83.0,7.7,3.2,1017.5,1019.7,0.0,0.0,4.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03
2015-01-05 05:00,5.7,0.0,1.3,290.0,83.0,7.6,3.0,1017.1,1019.3,0.0,0.0,4.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2015-01-05 06:00,6.5,0.0,1.7,290.0,85.0,8.2,4.1,1016.6,1018.8,0.0,0.0,4.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2015-01-05 07:00,5.1,0.0,1.1,320.0,89.0,7.8,3.4,1016.2,1018.4,0.0,0.0,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108
2015-01-05 08:00,5.8,0.0,1.3,320.0,86.0,7.9,3.6,1017.0,1019.2,0.0,0.0,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132
2015-01-05 09:00,8.0,0.0,0.9,230.0,84.0,9.0,5.4,1017.8,1020.0,0.2,0.0,5.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187
2015-01-05 10:00,13.2,0.0,1.2,180.0,63.0,9.5,6.2,1017.8,1019.9,0.9,0.0,9.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501
2015-01-05 11:00,14.4,0.0,3.6,180.0,61.0,9.9,6.9,1016.8,1018.9,1.0,0.0,13.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22
2015-01-05 12:00,14.6,0.0,3.5,180.0,63.0,10.4,7.6,1015.5,1017.6,0.6,0.0,13.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.915
2015-01-05 13:00,15.0,0.0,4.7,180.0,69.0,11.7,9.3,1014.5,1016.6,0.1,0.0,12.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.871
