지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
185,2016-01-02 23:00,11.9,,2.4,140,79,10.9,8.3,1012.5,1021.5,,,,,,,,,1100,,,8.7,,,,
185,2016-01-03 00:00,11.8,,1.3,110,80,11,8.4,1012.5,1021.5,,,,,,,,,1200,,,8.2,,,,
185,2016-01-03 01:00,12.5,,5.3,270,78,11.2,8.7,1011.9,1020.8,,,,,,,,,1400,,,8.6,,,,
185,2016-01-03 02:00,13.3,,7.3,290,81,12.4,10.1,1011.6,1020.5,,,,,,,,,1400,,,8.2,,,,
185,2016-01-03 03:00,12.8,,6.8,270,82,12,9.7,1011.3,1020.2,,,,,,,,,1300,,,8.5,,,,
185,2016-01-03 04:00,12.7,,6.2,290,75,10.9,8.3,1011.2,1020.1,,,,,,,,,1200,,,8.8,,,,
185,2016-01-03 05:00,12.3,,5.5,290,66,9.4,6.1,1010.6,1019.5,,,,,,,,,1200,,,7.7,,,,
185,2016-01-03 06:00,12.1,,5.7,320,73,10.2,7.3,1011.1,1020.1,,,,,,,,,1000,,,7.4,,,,
185,2016-01-03 07:00,11.9,,6.6,320,69,9.5,6.3,1011.6,1020.6,,,,,,,,,1000,,,7.7,,,,
185,2016-01-03 08:00,11.8,,5.7,320,75,10.4,7.5,1011.9,1020.9,0,0,,,,,,,700,,,8.3,,,,
185,2016-01-03 09:00,12.2,,5.9,340,69,9.7,6.6,1012.6,1021.6,0,.15,,,,,,,700,,,9.6,,,,
185,2016-01-03 10:00,12.4,,3.8,340,70,10,7,1012.5,1021.5,.2,.46,,,,,,,700,,,11.5,,,,
185,2016-01-03 11:00,12.5,,3.5,360,71,10.2,7.3,1012.6,1021.6,0,.55,,,,,,,800,,,13.6,,,,
185,2016-01-03 12:00,12.9,,3.2,340,66,9.7,6.6,1012.2,1021.1,0,.65,,,,,,,800,,,15.1,,,,
185,2016-01-03 13:00,13.8,,3.2,340,61,9.5,6.3,1010.8,1019.7,.6,1.12,,,,,,,800,,,21.1,,,,
185,2016-01-03 14:00,14.8,,3.7,320,60,10,7,1010.6,1019.4,1,1.06,,,,,,,800,,,21.6,,,,
185,2016-01-03 15:00,15.3,,4.2,320,61,10.6,7.8,1010.5,1019.4,1,1.34,,,,,,,600,,,22.1,,,,
185,2016-01-03 16:00,15,,4.6,320,60,10.2,7.2,1010.7,1019.6,1,.99,,,,,,,700,,,19.6,,,,
185,2016-01-03 17:00,12.7,,4.8,320,64,9.3,6,1011.1,1020,1,.41,,,,,,,600,,,14.7,,,,
185,2016-01-03 18:00,11.9,,5.1,320,70,9.7,6.5,1011.4,1020.4,0,.02,,,,,,,370,,,11.2,,,,
185,2016-01-03 19:00,11.6,,4.5,340,72,9.8,6.7,1011.7,1020.7,,,,,,,,,390,,,9.3,,,,
185,2016-01-03 20:00,11.2,,3.2,290,74,9.8,6.7,1012.3,1021.3,,,,,,,,,360,,,7.9,,,,
185,2016-01-03 21:00,11.4,,.8,320,74,9.9,6.9,1012.5,1021.5,,,,,,,,,330,,,7.1,,,,
185,2016-01-03 22:00,11.5,,4.1,290,73,9.9,6.8,1012.8,1021.8,,,,,,,,,300,,,6.8,,,,
185,2016-01-03 23:00,12.2,,6,290,74,10.4,7.6,1013,1022,,,,,,,,,330,,,6.6,,,,
185,2016-01-04 00:00,11.9,,5.8,320,71,9.8,6.7,1012.7,1021.7,,,,,,,,,410,,,6.3,,,,
185,2016-01-04 01:00,12.1,,6.4,290,67,9.4,6.1,1012.3,1021.3,,,,,,,,,440,,,6,,,,
185,2016-01-04 02:00,12.2,,7.2,290,68,9.6,6.4,1012.4,1021.4,,,,,,,,,380,,,6.1,,,,
185,2016-01-04 03:00,12.2,,7.3,320,68,9.6,6.4,1012,1021,,,,,,,,,380,,,6.2,,,,
185,2016-01-04 04:00,12.2,,8.6,320,69,9.7,6.6,1011.9,1020.9,,,,,,,,,350,,,6.3,,,,
185,2016-01-04 05:00,12.6,,9.1,320,68,9.9,6.8,1011.8,1020.7,,,,,,,,,380,,,6.6,,,,
185,2016-01-04 06:00,12,,9,340,78,10.9,8.2,1011.9,1020.9,,,,,,,,,250,,,7.4,,,,
185,2016-01-04 07:00,11.2,,6.9,360,82,10.9,8.2,1012.7,1021.7,,,,,,,,,190,,,8.2,,,,
185,2016-01-04 08:00,10.9,,6.2,360,82,10.6,7.9,1013.4,1022.4,0,0,,,,,,,190,,,8.2,,,,
185,2016-01-04 09:00,10.7,,6.7,360,82,10.5,7.7,1014,1023,0,.2,,,,,,,180,,,9.1,,,,
185,2016-01-04 10:00,10.7,,6.3,360,79,10.1,7.1,1014.4,1023.5,0,.38,,,,,,,190,,,10.7,,,,
185,2016-01-04 11:00,11.4,,5.1,20,76,10.2,7.3,1014.4,1023.4,.3,.58,,,,,,,210,,,12.7,,,,
185,2016-01-04 12:00,11.8,0,5.7,20,67,9.2,5.8,1013.7,1022.7,.6,.84,,,,,,,270,,,14.8,,,,
185,2016-01-04 13:00,11.9,,6.7,360,59,8.2,4.1,1013.1,1022.1,.9,.98,,,,,,,380,,,16.6,,,,
185,2016-01-04 14:00,11.4,,8.2,360,70,9.4,6.1,1012.7,1021.7,.6,.88,,,,,,,350,,,16.9,,,,
185,2016-01-04 15:00,10.9,,8.9,20,65,8.4,4.5,1012.2,1021.2,.6,.85,,,,,,,440,,,15.7,,,,
185,2016-01-04 16:00,10.5,,6.8,20,67,8.5,4.6,1012.7,1021.7,.1,.18,,,,,,,450,,,12.5,,,,
185,2016-01-04 17:00,10.4,,5.2,20,64,8,3.8,1012.9,1022,0,.01,,,,,,,500,,,11.1,,,,
185,2016-01-04 18:00,10.6,,5.3,20,63,8,3.8,1013.8,1022.9,0,0,,,,,,,600,,,10,,,,
185,2016-01-04 19:00,10.5,,5.4,360,65,8.2,4.1,1014.4,1023.5,,,,,,,,,800,,,9.6,,,,
185,2016-01-04 20:00,10.3,,5.5,20,67,8.4,4.4,1014.3,1023.4,,,,,,,,,600,,,9.3,,,,
185,2016-01-04 21:00,10.1,,5.7,50,69,8.5,4.6,1014.5,1023.6,,,,,,,,,600,,,9.2,,,,
185,2016-01-04 22:00,10,,5,20,72,8.8,5.1,1014.9,1024,,,,,,,,,600,,,9.1,,,,
185,2016-01-04 23:00,10,,7.2,50,67,8.2,4.1,1014.6,1023.7,,,,,,,,,800,,,8.9,,,,
185,2016-01-05 00:00,9.6,0,5.1,50,67,8,3.7,1014.3,1023.4,,,,,,,,,1000,,,8.7,,,,
185,2016-01-05 01:00,9.9,,6.7,50,62,7.5,2.9,1013.7,1022.8,,,,,,,,,1000,,,8.5,,,,
185,2016-01-05 02:00,9.8,,4.8,50,62,7.5,2.8,1013.6,1022.6,,,,,,,,,1100,,,8.5,,,,
185,2016-01-05 03:00,9.3,0,6.3,20,69,8,3.8,1014.4,1023.5,,,,,,,,,1200,,,8.3,,,,
185,2016-01-05 04:00,8.6,,6.7,50,72,8,3.8,1013.9,1023,,,,,,,,,800,,,7.7,,,,
185,2016-01-05 05:00,8.6,,6.2,20,67,7.5,2.8,1013.8,1022.9,,,,,,,,,1400,,,7.2,,,,
185,2016-01-05 06:00,7.1,1,6.9,50,76,7.6,3.1,1013.7,1022.9,,,,,,,,,1000,,,6.8,,,,
185,2016-01-05 07:00,6.5,,4.4,70,77,7.4,2.7,1014.5,1023.7,,,,,,,,,800,,,6.4,,,,
185,2016-01-05 08:00,7.8,,5.4,50,63,6.6,1.1,1014.8,1023.9,0,0,,,,,,,2000,,,6.1,,,,
185,2016-01-05 09:00,7.7,.5,5.7,50,64,6.7,1.3,1015.2,1024.3,0,.01,,,,,,,2000,,,6.2,,,,
185,2016-01-05 10:00,6.4,,7.9,20,74,7.1,2,1016.9,1026.1,0,.06,,,,,,,900,,,6.1,,,,
185,2016-01-05 11:00,5.8,,7,20,86,7.9,3.6,1017.5,1026.8,0,.07,,,,,,,500,,,6.3,,,,
185,2016-01-05 12:00,5.4,3.1,6.5,50,90,8,3.8,1015.5,1024.7,0,.15,,,,,,,700,,,6.6,,,,
185,2016-01-05 13:00,5.8,,7.5,50,89,8.2,4.1,1014.6,1023.8,0,.23,,,,,,,1100,,,7.1,,,,
185,2016-01-05 14:00,6.2,,6.5,50,88,8.3,4.3,1013.7,1022.9,0,.23,,,,,,,1500,,,7.2,,,,
185,2016-01-05 15:00,6.9,.7,5.7,20,89,8.8,5.2,1013.4,1022.6,0,.21,,,,,,,1600,,,7.9,,,,
185,2016-01-05 16:00,6.9,,7.3,20,88,8.7,5,1013.5,1022.7,0,.07,,,,,,,1200,,,7.2,,,,
185,2016-01-05 17:00,7,,5,20,87,8.7,4.9,1014.2,1023.4,0,.01,,,,,,,1000,,,7,,,,
185,2016-01-05 18:00,7,0,7.8,20,82,8.2,4.1,1014.6,1023.8,0,0,,,,,,,1000,,,6.6,,,,
185,2016-01-05 19:00,7,,5,20,78,7.8,3.4,1015.5,1024.7,,,,,,,,,1200,,,6.3,,,,
185,2016-01-05 20:00,7,,5.3,20,71,7.1,2,1016,1025.2,,,,,,,,,1600,,,5.5,,,,
185,2016-01-05 21:00,7.1,,5.6,20,65,6.5,.9,1016.1,1025.3,,,,,,,,,1900,,,5,,,,
185,2016-01-05 22:00,7,,6.8,20,65,6.5,.8,1015.8,1025,,,,,,,,,1900,,,4.7,,,,
185,2016-01-05 23:00,6.7,,5.9,20,65,6.3,.5,1015.8,1025,,,,,,,,,1800,,,4.4,,,,
185,2016-01-06 00:00,6.6,,6.3,50,63,6.1,0,1015.4,1024.6,,,,,,,,,2000,,,4,,,,
185,2016-01-06 01:00,6.7,,6.6,20,62,6.1,0,1015.6,1024.8,,,,,,,,,2000,,,3.7,,,,
185,2016-01-06 02:00,6.6,,6.2,20,66,6.4,.6,1015.1,1024.3,,,,,,,,,2000,,,3.6,,,,
185,2016-01-06 03:00,6.6,,5.8,20,65,6.3,.4,1014.6,1023.8,,,,,,,,,2000,,,3.8,,,,
185,2016-01-06 04:00,6.6,,7.7,360,64,6.2,.2,1015.5,1024.7,,,,,,,,,2000,,,3.9,,,,
185,2016-01-06 05:00,6.4,,7,20,63,6.1,-.1,1015,1024.2,,,,,,,,,2000,,,3.8,,,,
185,2016-01-06 06:00,6.5,,8.3,20,60,5.8,-.7,1014.9,1024.1,,,,,,,,,2000,,,3.6,,,,
185,2016-01-06 07:00,5.7,,9.3,20,63,5.8,-.8,1015,1024.2,,,,,,,,,2000,,,3.2,,,,
185,2016-01-06 08:00,5.5,,9.5,20,68,6.1,0,1015.6,1024.8,0,.01,,,,,,,1900,,,3,,,,
185,2016-01-06 09:00,5.7,,9.7,20,71,6.5,.8,1015.3,1024.5,.1,.16,,,,,,,1700,,,3.8,,,,
185,2016-01-06 10:00,6.1,,9.3,20,70,6.6,1,1015.9,1025.1,.8,.49,,,,,,,1500,,,5.1,,,,
185,2016-01-06 11:00,6.4,,10,20,69,6.6,1.1,1016,1025.2,.9,.99,,,,,,,1400,,,7.6,,,,
185,2016-01-06 12:00,7.1,,9.5,360,68,6.8,1.5,1015.8,1025,1,1.51,,,,,,,1300,,,10.9,,,,
185,2016-01-06 13:00,7,,10.8,360,71,7.1,2,1014,1023.2,1,1.3,,,,,,,1400,,,10.4,,,,
185,2016-01-06 14:00,7.1,,10.8,360,69,6.9,1.7,1013.3,1022.5,1,1.45,,,,,,,1100,,,10.7,,,,
185,2016-01-06 15:00,7,,10.4,360,70,7,1.8,1013.1,1022.3,.1,.67,,,,,,,1100,,,8.2,,,,
185,2016-01-06 16:00,6.9,,10.9,340,71,7,1.9,1012.8,1022,0,.34,,,,,,,1200,,,7.4,,,,
185,2016-01-06 17:00,6.8,,10.3,360,72,7.1,2,1013,1022.2,,,,,,,,,1100,,,6.3,,,,
185,2016-01-06 18:00,6.9,,10.9,360,71,7,1.9,1013.6,1022.8,0,,,,,,,,900,,,5.8,,,,
185,2016-01-06 19:00,7.2,,12.5,340,68,6.9,1.6,1014.4,1023.6,,,,,,,,,700,,,5.8,,,,
185,2016-01-06 20:00,7,,13.2,340,67,6.7,1.2,1015,1024.2,,,,,,,,,700,,,5.4,,,,
185,2016-01-06 21:00,6.9,,14,340,64,6.3,.5,1014.8,1024,,,,,,,,,800,,,4.6,,,,
185,2016-01-06 22:00,6.9,,14,340,65,6.4,.7,1015,1024.2,,,,,,,,,800,,,4.6,,,,
185,2016-01-06 23:00,6.6,,14.7,340,62,6.1,-.1,1015.5,1024.7,,,,,,,,,1100,,,4,,,,
185,2016-01-07 00:00,6.5,,13.1,340,65,6.2,.3,1015.6,1024.8,,,,,,,,,1200,,,3.8,,,,
185,2016-01-07 01:00,6.6,,14.1,340,66,6.4,.6,1015.6,1024.8,,,,,,,,,1300,,,3.7,,,,
185,2016-01-07 02:00,6.7,,12,340,65,6.3,.5,1015.4,1024.6,,,,,,,,,1400,,,3.7,,,,
185,2016-01-07 03:00,6.7,,14.5,340,67,6.5,.9,1015.3,1024.5,,,,,,,,,1200,,,4.4,,,,
185,2016-01-07 04:00,6.8,,12.6,340,67,6.6,1,1015.2,1024.4,,,,,,,,,1300,,,4.6,,,,
185,2016-01-07 05:00,6.8,,13,340,67,6.6,1,1014.8,1024,,,,,,,,,1100,,,4.7,,,,
185,2016-01-07 06:00,6.9,,15.8,340,63,6.2,.3,1014.5,1023.7,,,,,,,,,900,,,4.5,,,,
185,2016-01-07 07:00,6.7,,12.5,340,67,6.5,.9,1015.2,1024.4,,,,,,,,,1000,,,4.9,,,,
185,2016-01-07 08:00,6.9,,15.8,340,64,6.3,.5,1015.5,1024.7,0,0,,,,,,,1000,,,4.7,,,,
185,2016-01-07 09:00,6.8,,13.4,340,62,6.1,0,1016.3,1025.5,0,0,,,,,,,1000,,,4.7,,,,
185,2016-01-07 10:00,6.4,,13.1,340,63,6.1,-.1,1016.9,1026.1,0,.03,,,,,,,1100,,,4.9,,,,
185,2016-01-07 11:00,6.4,,12.3,340,59,5.7,-1,1017.3,1026.5,0,.11,,,,,,,1400,,,5.2,,,,
185,2016-01-07 12:00,6.1,0,13.6,320,62,5.8,-.6,1016.5,1025.7,0,.08,,,,,,,1300,,,5.2,,,,
185,2016-01-07 13:00,7.8,,12.2,340,56,5.9,-.4,1015.4,1024.5,.4,.63,,,,,,,1400,,,10.7,,,,
185,2016-01-07 14:00,6.3,,13.1,340,64,6.1,0,1014.9,1024.1,.5,.78,,,,,,,1900,,,9.1,,,,
185,2016-01-07 15:00,6.2,,12.5,320,59,5.6,-1.2,1014.9,1024.1,.1,.43,,,,,,,1900,,,8.7,,,,
185,2016-01-07 16:00,6.3,,13.7,320,60,5.7,-.9,1015,1024.2,.2,.28,,,,,,,2000,,,7.9,,,,
185,2016-01-07 17:00,5.9,,12.1,320,63,5.8,-.6,1015,1024.2,.1,.19,,,,,,,2000,,,6.4,,,,
185,2016-01-07 18:00,5.6,,11.6,340,58,5.3,-2,1014.9,1024.1,.1,.05,,,,,,,2000,,,4.1,,,,
185,2016-01-07 19:00,6,,11.4,340,68,6.3,.5,1015.2,1024.4,,,,,,,,,2000,,,4.7,,,,
185,2016-01-07 20:00,5.9,,11.6,340,65,6.1,-.1,1015.4,1024.6,,,,,,,,,2000,,,4.6,,,,
185,2016-01-07 21:00,6,,12,340,63,5.9,-.5,1015.5,1024.7,,,,,,,,,2000,,,4.4,,,,
185,2016-01-07 22:00,5.7,,10.1,320,56,5.1,-2.4,1015,1024.2,,,,,,,,,2000,,,4.1,,,,
185,2016-01-07 23:00,5.7,,10.6,340,61,5.6,-1.2,1014.9,1024.1,,,,,,,,,2000,,,4.1,,,,
185,2016-01-08 00:00,5.6,,10.3,340,62,5.6,-1.1,1014.2,1023.4,,,,,,,,,2000,,,4.1,,,,
185,2016-01-08 01:00,5.4,,11.4,340,67,6,-.2,1014.3,1023.5,,,,,,,,,2000,,,4.1,,,,
185,2016-01-08 02:00,5.3,,12.5,340,67,6,-.3,1013.5,1022.7,,,,,,,,,2000,,,4.1,,,,
185,2016-01-08 03:00,5.4,0,12.7,340,66,5.9,-.4,1013.5,1022.7,,,,,,,,,2000,,,3.9,,,,
185,2016-01-08 04:00,5.1,,12.2,340,69,6.1,-.1,1013.7,1022.9,,,,,,,,,2000,,,3.9,,,,
185,2016-01-08 05:00,5,,13.1,340,66,5.8,-.8,1013.6,1022.8,,,,,,,,,2000,,,3.7,,,,
185,2016-01-08 06:00,5,0,11.5,340,67,5.8,-.6,1013.5,1022.7,,,,,,,,,2000,,,3.6,,,,
185,2016-01-08 07:00,5.3,,10.2,340,69,6.1,0,1014,1023.2,,,,,,,,,2000,,,3.7,,,,
185,2016-01-08 08:00,5.3,,12.4,320,64,5.7,-.9,1014.4,1023.6,0,0,,,,,,,2000,,,3.6,,,,
185,2016-01-08 09:00,5.3,0,12.7,340,73,6.5,.8,1014.6,1023.8,0,.03,,,,,,,2000,,,4.2,,,,
185,2016-01-08 10:00,5.7,,12.2,340,67,6.1,0,1015.4,1024.6,0,.18,,,,,,,2000,,,5.3,,,,
185,2016-01-08 11:00,7.5,,10.4,320,59,6.1,0,1015.3,1024.5,.4,.67,,,,,,,2000,,,11.3,,,,
185,2016-01-08 12:00,6.5,0,11,320,63,6.1,0,1014.5,1023.7,.3,.57,,,,,,,1800,,,9.5,,,,
185,2016-01-08 13:00,6.5,,11.4,320,66,6.3,.5,1013.5,1022.7,0,.44,,,,,,,1200,,,9.4,,,,
185,2016-01-08 14:00,5.4,,13.2,340,82,7.3,2.5,1013.2,1022.4,0,.22,,,,,,,1100,,,7.8,,,,
185,2016-01-08 15:00,5.7,.3,13.3,320,72,6.6,1,1013.2,1022.4,0,.22,,,,,,,1600,,,6.6,,,,
185,2016-01-08 16:00,5.9,,13.3,320,63,5.8,-.6,1013.4,1022.6,0,.25,,,,,,,2000,,,6.9,,,,
185,2016-01-08 17:00,5.2,,12.9,320,61,5.4,-1.7,1013.7,1022.9,0,.09,,,,,,,2000,,,5.2,,,,
185,2016-01-08 18:00,5,0,14.2,340,59,5.2,-2.3,1014,1023.3,0,.01,,,,,,,2000,,,4.2,,,,
185,2016-01-08 19:00,4.8,,11.7,320,54,4.6,-3.7,1015,1024.2,,,,,,,,,2000,,,3.6,,,,
185,2016-01-08 20:00,5,,13.5,320,59,5.2,-2.3,1015,1024.3,,,,,,,,,2000,,,3.5,,,,
185,2016-01-08 21:00,5.1,0,11.5,320,54,4.8,-3.4,1015.7,1025,,,,,,,,,2000,,,3.1,,,,
185,2016-01-08 22:00,5.1,,11.9,340,55,4.8,-3.2,1015.5,1024.8,,,,,,,,,2000,,,3.2,,,,
185,2016-01-08 23:00,5.1,,10.6,340,55,4.8,-3.2,1015.9,1025.2,,,,,,,,,2000,,,3.2,,,,
185,2016-01-09 00:00,5.1,,8.6,340,59,5.2,-2.2,1016,1025.3,,,,,,,,,2000,,,3,,,,
185,2016-01-09 01:00,5,,12.1,340,57,5,-2.8,1015.4,1024.7,,,,,,,,,2000,,,3.2,,,,
185,2016-01-09 02:00,5.1,,10.2,340,59,5.2,-2.2,1015.8,1025.1,,,,,,,,,2000,,,2.9,,,,
185,2016-01-09 03:00,5,,6.6,340,57,5,-2.8,1016,1025.3,,,,,,,,,2000,,,3,,,,
185,2016-01-09 04:00,5.4,,7.7,340,59,5.3,-1.9,1015.8,1025.1,,,,,,,,,2000,,,3.4,,,,
185,2016-01-09 05:00,5.3,,7.7,320,57,5.1,-2.5,1015.9,1025.2,,,,,,,,,2000,,,3.1,,,,
185,2016-01-09 06:00,5.5,,10.1,340,57,5.2,-2.3,1016.3,1025.6,,,,,,,,,2000,,,3.5,,,,
185,2016-01-09 07:00,5.6,,6.2,340,56,5.1,-2.5,1016.7,1026,,,,,,,,,2000,,,3.5,,,,
185,2016-01-09 08:00,5.5,,6.6,320,53,4.8,-3.3,1017.2,1026.5,0,0,,,,,,,2000,,,3.3,,,,
185,2016-01-09 09:00,5.7,,7,340,56,5.1,-2.4,1017.8,1027.1,0,.05,,,,,,,2000,,,3.8,,,,
185,2016-01-09 10:00,5.9,,3.7,360,59,5.5,-1.5,1018.5,1027.8,0,.12,,,,,,,2000,,,4.6,,,,
185,2016-01-09 11:00,6.5,,5.8,340,56,5.4,-1.6,1018.4,1027.6,0,.22,,,,,,,2000,,,6.3,,,,
185,2016-01-09 12:00,6.6,,6.2,320,58,5.7,-1,1017.8,1027,0,.23,,,,,,,2000,,,6.8,,,,
185,2016-01-09 13:00,6.6,,6.4,320,57,5.6,-1.3,1017.2,1026.4,0,.31,,,,,,,2000,,,7.8,,,,
185,2016-01-09 14:00,8.4,,8.2,290,51,5.6,-1.1,1016.8,1025.9,.2,.5,,,,,,,1900,,,11.1,,,,
185,2016-01-09 15:00,6.9,,7.1,320,60,6,-.3,1016.3,1025.5,.3,.57,,,,,,,1900,,,10,,,,
