지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
189,2016-04-12 09:00,14.6,,3.9,50,66,10.9,8.3,1011.6,1017.4,.8,,,,,,,,2000,,,14.7,,,,
189,2016-04-12 10:00,16.1,,3.8,50,64,11.6,9.2,1011.2,1017,1,,,,,,,,2000,,,22.5,,,,
189,2016-04-12 11:00,16.7,,2.8,70,64,12.1,9.8,1010.8,1016.6,.7,,,,,,,,2000,,,22.2,,,,
189,2016-04-12 12:00,17.3,,2.4,70,63,12.4,10.1,1010.1,1015.9,.4,,,,,,,,2000,,,24.1,,,,
189,2016-04-12 13:00,16.9,,1.1,50,67,12.9,10.7,1009.3,1015.1,.2,,,,,,,,2000,,,20.3,,,,
189,2016-04-12 14:00,17.1,,1.7,50,71,13.7,11.7,1008.5,1014.3,0,,,,,,,,2000,,,20.2,,,,
189,2016-04-12 15:00,16.3,,1.7,50,78,14.4,12.4,1007.9,1013.7,0,,,,,,,,1700,,,18.4,,,,
189,2016-04-12 16:00,16.4,,2.2,20,81,15.1,13.1,1007.2,1013,0,,,,,,,,1700,,,17.9,,,,
189,2016-04-12 17:00,16.5,0,1.2,20,84,15.7,13.7,1007.1,1012.9,0,,,,,,,,1600,,,17.2,,,,
189,2016-04-12 18:00,16.3,1.4,1.1,20,92,16.9,14.9,1006.3,1012.1,0,,,,,,,,1100,,,16.7,,,,
189,2016-04-12 19:00,16.9,.1,.1,0,94,18.1,15.9,1006.3,1012.1,0,,,,,,,,800,,,16.8,,,,
189,2016-04-12 20:00,16.9,.1,.7,180,96,18.4,16.2,1006.3,1012.1,0,,,,,,,,600,,,16.9,,,,
189,2016-04-12 21:00,16.8,0,2.3,180,97,18.5,16.3,1006.8,1012.6,,,,,,,,,600,,,16.8,,,,
189,2016-04-12 22:00,16.8,0,1.4,200,97,18.5,16.3,1006.8,1012.6,,,,,,,,,700,,,16.7,,,,
189,2016-04-12 23:00,17.1,0,.3,0,96,18.6,16.4,1006.2,1011.9,,,,,,,,,1100,,,16.5,,,,
189,2016-04-13 00:00,17.3,,.9,20,92,18.1,15.9,1006.1,1011.8,,,,,,,,,1400,,,16.3,,,,
189,2016-04-13 01:00,17.5,,.8,50,89,17.7,15.6,1005.7,1011.4,,,,,,,,,1600,,,16.2,,,,
189,2016-04-13 02:00,17.5,0,.7,20,85,16.9,14.9,1004.8,1010.5,,,,,,,,,1600,,,16.2,,,,
189,2016-04-13 03:00,16.8,1.3,.7,20,91,17.4,15.3,1003.6,1009.3,,,,,,,,,800,,,16.3,,,,
189,2016-04-13 04:00,16.8,3.6,.6,340,95,18.1,15.9,1002.5,1008.2,,,,,,,,,1000,,,16.4,,,,
189,2016-04-13 05:00,16.5,.1,3.5,180,97,18.2,16,1001.3,1007,,,,,,,,,400,,,16.4,,,,
189,2016-04-13 06:00,16.6,9.8,4.2,180,98,18.4,16.2,1001.5,1007.2,,,,,,,,,170,,,16.6,,,,
189,2016-04-13 07:00,17.2,8.4,6.7,180,98,19.1,16.8,1000.7,1006.4,0,,,,,,,,700,,,16.9,,,,
189,2016-04-13 08:00,16.7,6.4,2.6,250,98,18.5,16.3,1001.3,1007,0,,,,,,,,700,,,17,,,,
189,2016-04-13 09:00,16.4,2.7,2.2,250,98,18.2,16,1001.3,1007,0,,,,,,,,380,,,18.6,,,,
189,2016-04-13 10:00,16.7,,2.6,230,98,18.5,16.3,999.6,1005.3,.3,,,,,,,,2000,,,22.9,,,,
189,2016-04-13 11:00,18.3,,2.5,230,97,20.4,17.8,999.6,1005.3,1,,,,,,,,2000,,,26.4,,,,
189,2016-04-13 12:00,18.9,,2.1,250,87,18.9,16.6,999.2,1004.8,.2,,,,,,,,2000,,,26,,,,
189,2016-04-13 13:00,18.8,,1.9,230,88,19,16.7,998.6,1004.2,.3,,,,,,,,2000,,,27.4,,,,
189,2016-04-13 14:00,21.3,,1.5,230,77,19.4,17,997.6,1003.2,.2,,,,,,,,2000,,,28.8,,,,
189,2016-04-13 15:00,19,,2.5,70,85,18.6,16.4,998.3,1003.9,.4,,,,,,,,2000,,,28.7,,,,
189,2016-04-13 16:00,16.9,,.4,0,91,17.5,15.4,998.5,1004.2,.1,,,,,,,,1400,,,24,,,,
189,2016-04-13 17:00,17.6,,2,50,91,18.3,16.1,998.4,1004.1,0,,,,,,,,1000,,,22.7,,,,
189,2016-04-13 18:00,17.2,,1.8,70,90,17.6,15.5,999.1,1004.8,.1,,,,,,,,1600,,,20.4,,,,
189,2016-04-13 19:00,15.9,,.8,70,96,17.3,15.2,999.3,1005,0,,,,,,,,600,,,18.8,,,,
189,2016-04-13 20:00,15.6,,.6,50,97,17.2,15.1,999.7,1005.5,0,,,,,,,,380,,,18.1,,,,
189,2016-04-13 21:00,15.7,,.2,0,97,17.3,15.2,1000.1,1005.9,,,,,,,,,800,,,17.6,,,,
189,2016-04-13 22:00,15.6,,1.1,180,97,17.2,15.1,1000.6,1006.4,,,,,,,,,1200,,,17.2,,,,
189,2016-04-13 23:00,15.6,,.6,230,97,17.2,15.1,1000.7,1006.5,,,,,,,,,1400,,,17.1,,,,
189,2016-04-14 00:00,15.5,,.8,250,97,17,15,1001,1006.8,,,,,,,,,700,,,17,,,,
189,2016-04-14 01:00,15.4,,1.2,250,97,16.9,14.9,1001.8,1007.6,,,,,,,,,800,,,16.7,,,,
189,2016-04-14 02:00,15.1,,.7,230,96,16.4,14.4,1001.7,1007.5,,,,,,,,,1100,,,16.3,,,,
189,2016-04-14 03:00,14.4,,.1,0,95,15.6,13.6,1001.6,1007.4,,,,,,,,,700,,,14.8,,,,
189,2016-04-14 04:00,13.4,,.1,0,97,14.9,12.9,1001.4,1007.2,,,,,,,,,500,,,13.3,,,,
189,2016-04-14 05:00,13.2,,1.1,250,97,14.7,12.7,1002.3,1008.1,,,,,,,,,900,,,12.5,,,,
189,2016-04-14 06:00,13.2,,1.1,230,97,14.7,12.7,1002.6,1008.4,,,,,,,,,700,,,12.6,,,,
189,2016-04-14 07:00,13.5,,1.1,290,97,15,13,1003.7,1009.5,0,,,,,,,,1100,,,14.1,,,,
189,2016-04-14 08:00,14.2,,.8,230,97,15.7,13.7,1004.3,1010.1,0,,,,,,,,900,,,16.6,,,,
189,2016-04-14 09:00,14.9,,.6,160,96,16.2,14.2,1005,1010.8,.1,,,,,,,,1700,,,19.4,,,,
189,2016-04-14 10:00,16,,.9,110,89,16.1,14.1,1005.4,1011.2,1,,,,,,,,2000,,,23.7,,,,
189,2016-04-14 11:00,16.9,,1.2,160,87,16.7,14.7,1006.3,1012.1,1,,,,,,,,2000,,,29.2,,,,
189,2016-04-14 12:00,17.2,,1.1,160,82,16,14,1006.2,1011.9,1,,,,,,,,2000,,,32.2,,,,
189,2016-04-14 13:00,19.2,,1.1,180,61,13.5,11.4,1005.9,1011.6,1,,,,,,,,2000,,,34,,,,
189,2016-04-14 14:00,19.8,,1.3,180,67,15.4,13.4,1005.8,1011.5,1,,,,,,,,2000,,,34.7,,,,
189,2016-04-14 15:00,21.4,,1.4,180,40,10.2,7.2,1006,1011.7,1,,,,,,,,2000,,,32.7,,,,
189,2016-04-14 16:00,20.4,,1.4,160,53,12.6,10.4,1005.9,1011.6,1,,,,,,,,2000,,,30.6,,,,
189,2016-04-14 17:00,19.9,,1,180,62,14.3,12.3,1006.4,1012.1,1,,,,,,,,2000,,,27.3,,,,
189,2016-04-14 18:00,19.3,,1,160,65,14.5,12.5,1006.4,1012.1,.8,,,,,,,,2000,,,22.1,,,,
189,2016-04-14 19:00,17.8,,1,180,70,14.2,12.2,1006.9,1012.6,0,,,,,,,,2000,,,18.6,,,,
189,2016-04-14 20:00,17.8,,1,180,73,14.8,12.8,1007.6,1013.3,0,,,,,,,,2000,,,16.6,,,,
189,2016-04-14 21:00,17.4,,1.4,180,68,13.5,11.4,1008.4,1014.2,,,,,,,,,2000,,,15.5,,,,
189,2016-04-14 22:00,17.3,,.6,90,67,13.2,11.1,1009.1,1014.9,,,,,,,,,1400,,,14.8,,,,
189,2016-04-14 23:00,17.4,,1.1,20,66,13,10.9,1009.3,1015.1,,,,,,,,,1200,,,14.5,,,,
189,2016-04-15 00:00,17.4,,1,20,61,12,9.7,1009.3,1015.1,,,,,,,,,1400,,,14.1,,,,
189,2016-04-15 01:00,17.1,,1.4,360,58,11.2,8.7,1009.5,1015.3,,,,,,,,,1600,,,13.7,,,,
189,2016-04-15 02:00,17.1,,.5,70,56,10.9,8.2,1009.7,1015.5,,,,,,,,,1600,,,13,,,,
189,2016-04-15 03:00,15.3,,1,340,56,9.7,6.5,1009.7,1015.5,,,,,,,,,2000,,,12.2,,,,
189,2016-04-15 04:00,14.9,,1.3,360,52,8.8,5.1,1009.6,1015.4,,,,,,,,,2000,,,11.1,,,,
189,2016-04-15 05:00,15.3,,.2,0,35,6.1,0,1010.3,1016.1,,,,,,,,,2000,,,10,,,,
189,2016-04-15 06:00,16.4,,3,50,34,6.3,.4,1010.9,1016.7,,,,,,,,,2000,,,9.5,,,,
189,2016-04-15 07:00,16.5,,2.8,50,38,7.1,2.1,1012,1017.8,.4,,,,,,,,2000,,,10.5,,,,
189,2016-04-15 08:00,16.8,,4.1,50,50,9.5,6.3,1012.8,1018.6,1,,,,,,,,2000,,,12.9,,,,
189,2016-04-15 09:00,17.5,,5,70,61,12.1,9.8,1013.8,1019.6,1,,,,,,,,2000,,,15.9,,,,
189,2016-04-15 10:00,18.6,,3,50,64,13.7,11.6,1014,1019.7,1,,,,,,,,2000,,,23.3,,,,
189,2016-04-15 11:00,18.2,,4,50,65,13.6,11.5,1014.1,1019.9,1,,,,,,,,2000,,,24.6,,,,
189,2016-04-15 12:00,19.1,,2.9,70,63,13.8,11.8,1013.9,1019.6,1,,,,,,,,2000,,,29,,,,
189,2016-04-15 13:00,18.9,,2.8,50,64,13.9,11.9,1013.9,1019.6,1,,,,,,,,2000,,,31.2,,,,
189,2016-04-15 14:00,19,,2.3,50,64,14,12,1013.5,1019.2,1,,,,,,,,2000,,,31.9,,,,
189,2016-04-15 15:00,18.5,,2.5,70,65,13.7,11.7,1013.3,1019,1,,,,,,,,2000,,,31.2,,,,
189,2016-04-15 16:00,18.1,,2.6,70,67,13.8,11.8,1012.7,1018.5,1,,,,,,,,2000,,,28.7,,,,
189,2016-04-15 17:00,18.2,,2.7,70,59,12.3,10,1012.7,1018.4,1,,,,,,,,2000,,,26.2,,,,
189,2016-04-15 18:00,17.2,,3.3,70,60,11.7,9.3,1012.4,1018.2,.8,,,,,,,,2000,,,18.8,,,,
189,2016-04-15 19:00,15.7,,3.3,70,69,12.3,10,1012.1,1017.9,0,,,,,,,,2000,,,15.5,,,,
189,2016-04-15 20:00,15.2,,3.3,50,72,12.4,10.1,1012.6,1018.4,0,,,,,,,,2000,,,13.9,,,,
189,2016-04-15 21:00,14.8,,2.8,50,73,12.2,9.9,1013.1,1018.9,,,,,,,,,2000,,,13.2,,,,
189,2016-04-15 22:00,14.7,,3.2,50,74,12.4,10.1,1013.7,1019.5,,,,,,,,,2000,,,12.7,,,,
189,2016-04-15 23:00,14.6,,2.6,50,74,12.3,10,1013.1,1018.9,,,,,,,,,2000,,,12.5,,,,
189,2016-04-16 00:00,14.7,,2.2,20,76,12.7,10.5,1013.3,1019.1,,,,,,,,,2000,,,12.5,,,,
189,2016-04-16 01:00,15.3,,2.6,70,73,12.6,10.4,1012.5,1018.3,,,,,,,,,2000,,,12.5,,,,
189,2016-04-16 02:00,16.2,,1.8,20,59,10.8,8.1,1011.9,1017.7,,,,,,,,,2000,,,12.9,,,,
189,2016-04-16 03:00,16.7,,2.1,50,59,11.2,8.6,1011.3,1017.1,,,,,,,,,2000,,,13.1,,,,
189,2016-04-16 04:00,16.9,,1.8,20,76,14.6,12.6,1010.4,1016.2,,,,,,,,,2000,,,14.3,,,,
189,2016-04-16 05:00,17,,2.2,20,85,16.4,14.4,1009.8,1015.6,,,,,,,,,2000,,,15.2,,,,
189,2016-04-16 06:00,17.5,,1.6,20,89,17.7,15.6,1009.4,1015.2,,,,,,,,,1400,,,15.9,,,,
189,2016-04-16 07:00,17.9,,1.3,90,92,18.8,16.5,1008.9,1014.6,0,,,,,,,,1300,,,16.7,,,,
189,2016-04-16 08:00,18.1,0,1.1,70,93,19.2,16.9,1008.8,1014.5,0,,,,,,,,1100,,,17.9,,,,
189,2016-04-16 09:00,18.6,,1,200,92,19.6,17.2,1008.2,1013.9,0,,,,,,,,1300,,,19.7,,,,
189,2016-04-16 10:00,18.3,0,1.7,180,87,18.2,16,1007.8,1013.5,0,,,,,,,,1800,,,20.7,,,,
189,2016-04-16 11:00,18.2,0,.8,140,90,18.8,16.5,1007.3,1013,0,,,,,,,,1300,,,20,,,,
189,2016-04-16 12:00,18.3,.3,1.1,180,90,18.9,16.6,1006.4,1012.1,0,,,,,,,,1600,,,19.6,,,,
189,2016-04-16 13:00,17.9,.6,.8,50,92,18.8,16.5,1005.3,1011,0,,,,,,,,1300,,,18.7,,,,
189,2016-04-16 14:00,18,.4,1.9,50,93,19.1,16.8,1003.2,1008.9,0,,,,,,,,1100,,,18.1,,,,
189,2016-04-16 15:00,17.9,1.7,1.8,20,95,19.4,17,1001.2,1006.9,0,,,,,,,,800,,,17.9,,,,
189,2016-04-16 16:00,17.9,1.4,4.8,180,97,19.9,17.4,998.6,1004.3,0,,,,,,,,500,,,17.8,,,,
189,2016-04-16 17:00,17.7,18,5.4,180,98,19.7,17.3,998.7,1004.4,0,,,,,,,,110,,,17.9,,,,
189,2016-04-16 18:00,18.4,6.5,8.5,200,98,20.6,18,997.6,1003.3,0,,,,,,,,900,,,18,,,,
189,2016-04-16 19:00,17.9,8.7,6.8,200,98,20,17.5,996.7,1002.4,0,,,,,,,,800,,,18,,,,
189,2016-04-16 20:00,18.1,.5,6.9,200,98,20.2,17.7,995.5,1001.2,0,,,,,,,,470,,,18,,,,
189,2016-04-16 21:00,18.1,,7.8,200,98,20.2,17.7,995.8,1001.5,,,,,,,,,440,,,18.1,,,,
189,2016-04-16 22:00,18.1,0,8.4,200,98,20.2,17.7,995.6,1001.3,,,,,,,,,800,,,17.9,,,,
189,2016-04-16 23:00,17.1,0,8.3,230,98,19,16.7,994.9,1000.6,,,,,,,,,600,,,17.3,,,,
189,2016-04-17 00:00,14.7,3.4,5.6,250,97,16.2,14.2,995.1,1000.8,,,,,,,,,1000,,,16,,,,
189,2016-04-17 01:00,13.3,.4,5.9,250,96,14.6,12.6,994.9,1000.7,,,,,,,,,2000,,,14.4,,,,
189,2016-04-17 02:00,13.1,,6.5,270,86,12.9,10.8,995.6,1001.4,,,,,,,,,2000,,,13,,,,
189,2016-04-17 03:00,12.3,,5.9,270,82,11.7,9.3,997,1002.8,,,,,,,,,2000,,,12.3,,,,
189,2016-04-17 04:00,12.5,,5.8,270,76,10.9,8.3,997,1002.8,,,,,,,,,2000,,,11,,,,
189,2016-04-17 05:00,12.1,,6.2,270,77,10.8,8.1,998.9,1004.7,,,,,,,,,2000,,,10.6,,,,
189,2016-04-17 06:00,12,,5.9,250,76,10.6,7.8,999.4,1005.2,,,,,,,,,2000,,,10.1,,,,
189,2016-04-17 07:00,14.4,,2.1,270,63,10.3,7.4,999.3,1005.1,.6,,,,,,,,2000,,,10.6,,,,
189,2016-04-17 08:00,16.1,,2.6,340,57,10.4,7.5,1001.1,1006.9,1,,,,,,,,2000,,,12.7,,,,
189,2016-04-17 09:00,16.3,,2.4,50,60,11.1,8.5,1003.4,1009.2,1,,,,,,,,2000,,,14.9,,,,
189,2016-04-17 10:00,16.3,,2.1,50,63,11.6,9.2,1004.6,1010.4,1,,,,,,,,2000,,,23.6,,,,
189,2016-04-17 11:00,18.1,,1.7,70,56,11.6,9.1,1005.6,1011.3,1,,,,,,,,2000,,,29.2,,,,
189,2016-04-17 12:00,16.4,,2.2,160,68,12.6,10.4,1006.5,1012.3,1,,,,,,,,2000,,,30.4,,,,
189,2016-04-17 13:00,17.4,,.6,160,54,10.6,7.9,1005.9,1011.6,1,,,,,,,,2000,,,33.7,,,,
189,2016-04-17 14:00,20.3,,2,180,42,9.9,6.9,1006.2,1011.9,1,,,,,,,,2000,,,34.7,,,,
189,2016-04-17 15:00,19,,1.4,140,45,9.8,6.7,1006.6,1012.3,1,,,,,,,,2000,,,32.7,,,,
189,2016-04-17 16:00,17.5,,1.2,320,54,10.7,8,1006.9,1012.6,1,,,,,,,,2000,,,30.2,,,,
189,2016-04-17 17:00,17.2,,1.4,50,55,10.7,8,1006.4,1012.1,1,,,,,,,,2000,,,26.9,,,,
189,2016-04-17 18:00,16.4,,1.3,50,56,10.4,7.5,1006.8,1012.6,.8,,,,,,,,2000,,,20.4,,,,
189,2016-04-17 19:00,15.4,,1.6,50,62,10.8,8.1,1007.5,1013.3,0,,,,,,,,2000,,,16.5,,,,
189,2016-04-17 20:00,14.3,,1.3,360,67,10.9,8.2,1007.9,1013.7,0,,,,,,,,2000,,,14.5,,,,
189,2016-04-17 21:00,14,,1.7,20,68,10.8,8.1,1008.1,1013.9,,,,,,,,,2000,,,14.1,,,,
189,2016-04-17 22:00,14,,.6,290,68,10.8,8.1,1009.2,1015,,,,,,,,,2000,,,14.1,,,,
189,2016-04-17 23:00,14.1,,1.1,50,69,11,8.4,1008.9,1014.7,,,,,,,,,2000,,,13.8,,,,
189,2016-04-18 00:00,14,,1.9,360,67,10.6,7.9,1009.4,1015.2,,,,,,,,,2000,,,13.4,,,,
189,2016-04-18 01:00,14.1,,1.4,20,61,9.7,6.6,1009.6,1015.4,,,,,,,,,2000,,,13.2,,,,
189,2016-04-18 02:00,13.7,,.2,0,57,8.9,5.3,1009.6,1015.4,,,,,,,,,2000,,,13.1,,,,
189,2016-04-18 03:00,14.3,,1.1,50,56,9.1,5.6,1008.8,1014.6,,,,,,,,,2000,,,13.1,,,,
189,2016-04-18 04:00,14.4,,.7,360,44,7.2,2.2,1009.5,1015.3,,,,,,,,,2000,,,12.6,,,,
189,2016-04-18 05:00,12.4,0,1,50,63,9,5.5,1010.2,1016.1,,,,,,,,,2000,,,12.6,,,,
189,2016-04-18 06:00,11.8,0,1.2,230,72,9.9,6.9,1010.3,1016.2,,,,,,,,,2000,,,12.6,,,,
189,2016-04-18 07:00,12.2,0,.8,180,73,10.3,7.4,1010.1,1016,0,,,,,,,,2000,,,12.9,,,,
189,2016-04-18 08:00,12.9,,1.9,200,67,9.9,6.9,1011.1,1017,0,,,,,,,,2000,,,13.4,,,,
189,2016-04-18 09:00,13.5,,1.4,250,59,9.1,5.6,1011.8,1017.7,0,,,,,,,,2000,,,15.5,,,,
189,2016-04-18 10:00,14.4,,2.2,230,58,9.5,6.2,1012,1017.8,0,,,,,,,,2000,,,17.9,,,,
189,2016-04-18 11:00,15.8,,3.1,230,55,9.8,6.7,1011.9,1017.7,.3,,,,,,,,2000,,,22.7,,,,
189,2016-04-18 12:00,16.8,,2.1,230,42,8,3.7,1011.6,1017.4,.1,,,,,,,,2000,,,22.8,,,,
189,2016-04-18 13:00,17.2,,2.1,160,37,7.2,2.3,1011.5,1017.3,.8,,,,,,,,2000,,,28.3,,,,
189,2016-04-18 14:00,17.8,,2.3,180,48,9.7,6.6,1011.1,1016.9,1,,,,,,,,2000,,,30,,,,
189,2016-04-18 15:00,18.1,,3.6,250,49,10.2,7.2,1010.5,1016.2,1,,,,,,,,2000,,,28.7,,,,
189,2016-04-18 16:00,17,,4.6,230,51,9.8,6.7,1010.5,1016.3,1,,,,,,,,2000,,,25.7,,,,
189,2016-04-18 17:00,16.4,,4.6,250,52,9.7,6.5,1010.8,1016.6,1,,,,,,,,2000,,,22.9,,,,
189,2016-04-18 18:00,15.9,,2.8,250,53,9.5,6.3,1011.1,1016.9,.7,,,,,,,,2000,,,18.4,,,,
189,2016-04-18 19:00,14.3,,3.3,250,56,9.1,5.6,1012.2,1018,0,,,,,,,,2000,,,13.9,,,,
189,2016-04-18 20:00,12.7,,2,250,68,9.9,6.9,1013.2,1019.1,0,,,,,,,,2000,,,12.3,,,,
189,2016-04-18 21:00,12.1,,1.6,250,64,9,5.4,1013.8,1019.7,,,,,,,,,2000,,,11.3,,,,
189,2016-04-18 22:00,11.9,,1.1,270,64,8.8,5.2,1014.4,1020.3,,,,,,,,,2000,,,10.7,,,,
189,2016-04-18 23:00,12.2,,1.2,270,66,9.3,6,1014.6,1020.5,,,,,,,,,2000,,,10.3,,,,
189,2016-04-19 00:00,12.2,,.8,250,60,8.5,4.6,1014.9,1020.8,,,,,,,,,2000,,,10,,,,
189,2016-04-19 01:00,12,,.9,250,62,8.7,4.9,1014.9,1020.8,,,,,,,,,2000,,,9.7,,,,
189,2016-04-19 02:00,12,,1.5,270,80,11.2,8.6,1015.1,1021,,,,,,,,,2000,,,9.9,,,,
189,2016-04-19 03:00,12.2,,1.3,250,78,11,8.4,1015,1020.9,,,,,,,,,2000,,,10,,,,
189,2016-04-19 04:00,11.9,,1,250,67,9.3,5.9,1015.3,1021.2,,,,,,,,,2000,,,9.8,,,,
189,2016-04-19 05:00,12.5,,2,230,78,11.2,8.7,1015.5,1021.4,,,,,,,,,2000,,,10.5,,,,
189,2016-04-19 06:00,12.4,,1.2,250,71,10.2,7.2,1016,1021.9,0,,,,,,,,2000,,,10,,,,
189,2016-04-19 07:00,12.8,,1.9,250,72,10.6,7.8,1016.9,1022.8,.2,,,,,,,,2000,,,10.7,,,,
189,2016-04-19 08:00,14.2,,2.2,230,73,11.8,9.4,1017.5,1023.4,.5,,,,,,,,2000,,,13.1,,,,
189,2016-04-19 09:00,14.9,,3.8,250,74,12.4,10.2,1017.5,1023.4,1,,,,,,,,2000,,,15.6,,,,
189,2016-04-19 10:00,15.8,,4.4,230,71,12.7,10.5,1017.5,1023.4,1,,,,,,,,2000,,,22,,,,
189,2016-04-19 11:00,16.8,,2.2,250,69,13.1,11,1017.9,1023.7,1,,,,,,,,2000,,,27.7,,,,
189,2016-04-19 12:00,17.3,,2.8,230,68,13.4,11.3,1017.8,1023.6,1,,,,,,,,2000,,,30.4,,,,
189,2016-04-19 13:00,18.6,,2.8,230,65,13.8,11.8,1017.8,1023.6,1,,,,,,,,2000,,,32.8,,,,
189,2016-04-19 14:00,19.2,,2.2,230,62,13.7,11.7,1017.5,1023.2,1,,,,,,,,2000,,,34.4,,,,
189,2016-04-19 15:00,19.2,,1.9,180,63,13.9,11.9,1017.6,1023.3,1,,,,,,,,2000,,,33.7,,,,
189,2016-04-19 16:00,17.7,,2.6,200,67,13.5,11.4,1017.2,1023,1,,,,,,,,2000,,,31.4,,,,
189,2016-04-19 17:00,17.1,,1.8,160,69,13.4,11.3,1016.8,1022.6,1,,,,,,,,1800,,,27.6,,,,
189,2016-04-19 18:00,15.9,,1.6,50,74,13.3,11.2,1017,1022.9,.7,,,,,,,,2000,,,21.1,,,,
189,2016-04-19 19:00,15,,1.4,70,80,13.6,11.5,1017,1022.9,0,,,,,,,,2000,,,17,,,,
189,2016-04-19 20:00,14.5,,1.9,70,81,13.3,11.2,1017.2,1023.1,0,,,,,,,,1800,,,15.1,,,,
189,2016-04-19 21:00,14.2,,1.4,50,82,13.2,11.1,1017.9,1023.8,,,,,,,,,1700,,,14.1,,,,
189,2016-04-19 22:00,14.1,,1.1,20,81,12.9,10.8,1018.2,1024.1,,,,,,,,,1700,,,13.5,,,,
189,2016-04-19 23:00,13.8,,1.2,360,82,12.9,10.7,1017.9,1023.8,,,,,,,,,1600,,,12.9,,,,
189,2016-04-20 00:00,13.1,,1.6,20,84,12.6,10.4,1017.7,1023.6,,,,,,,,,1600,,,12.4,,,,
189,2016-04-20 01:00,12.8,,.9,340,82,12,9.7,1017.4,1023.3,,,,,,,,,2000,,,11.9,,,,
189,2016-04-20 02:00,12.4,,1.1,360,84,12,9.7,1017,1022.9,,,,,,,,,2000,,,11.4,,,,
189,2016-04-20 03:00,12.1,,.7,360,85,11.9,9.6,1016.6,1022.5,,,,,,,,,1800,,,11,,,,
189,2016-04-20 04:00,11.9,,1.5,360,77,10.6,7.9,1016.3,1022.2,,,,,,,,,1600,,,10.6,,,,
189,2016-04-20 05:00,11.8,,1.6,360,72,9.9,6.9,1015.5,1021.4,,,,,,,,,1600,,,10.1,,,,
189,2016-04-20 06:00,11.6,,1.7,360,72,9.8,6.7,1015.7,1021.6,0,,,,,,,,1800,,,9.9,,,,
189,2016-04-20 07:00,12.7,,1.8,360,75,10.9,8.3,1015.8,1021.7,.2,,,,,,,,2000,,,10.9,,,,
189,2016-04-20 08:00,15.6,,1.3,20,72,12.7,10.5,1016,1021.9,1,,,,,,,,2000,,,13.7,,,,
189,2016-04-20 09:00,16.6,,.7,140,74,13.9,11.9,1016.2,1022,1,,,,,,,,2000,,,17.3,,,,
189,2016-04-20 10:00,17.2,,1.2,200,72,14.1,12.1,1016,1021.8,1,,,,,,,,1900,,,25.5,,,,
189,2016-04-20 11:00,17.3,,1.4,180,69,13.6,11.5,1016,1021.8,1,,,,,,,,2000,,,28.5,,,,
189,2016-04-20 12:00,17.9,,1.4,160,70,14.3,12.3,1014.9,1020.7,.9,,,,,,,,2000,,,29,,,,
189,2016-04-20 13:00,18.7,,1.5,180,68,14.6,12.6,1014.6,1020.3,.8,,,,,,,,2000,,,32.5,,,,
189,2016-04-20 14:00,18.1,,1,140,69,14.3,12.3,1013.5,1019.3,.4,,,,,,,,1600,,,29.2,,,,
189,2016-04-20 15:00,17.9,,1.8,50,72,14.7,12.7,1012.8,1018.6,.3,,,,,,,,2000,,,24.9,,,,
189,2016-04-20 16:00,17.7,,1.3,70,75,15.2,13.2,1012,1017.8,0,,,,,,,,1600,,,22.2,,,,
189,2016-04-20 17:00,17.6,,1.2,50,73,14.6,12.6,1011.5,1017.3,0,,,,,,,,1600,,,21.1,,,,
189,2016-04-20 18:00,17.4,,1.4,70,77,15.3,13.3,1010.8,1016.6,0,,,,,,,,1500,,,19.1,,,,
189,2016-04-20 19:00,17.3,,1,70,78,15.4,13.4,1010.4,1016.2,0,,,,,,,,1400,,,17.8,,,,
189,2016-04-20 20:00,17.4,,1.1,50,81,16,14,1010.2,1016,0,,,,,,,,1700,,,17.4,,,,
189,2016-04-20 21:00,17.6,,1.1,50,84,16.8,14.8,1010.5,1016.3,,,,,,,,,1600,,,17.1,,,,
189,2016-04-20 22:00,17.3,.2,1.5,70,91,17.9,15.8,1009.5,1015.3,,,,,,,,,1800,,,17.3,,,,
189,2016-04-20 23:00,17.4,1,1.1,70,92,18.2,16,1008.3,1014,,,,,,,,,2000,,,17.3,,,,
189,2016-04-21 00:00,17.3,1.8,.9,360,94,18.5,16.3,1007.4,1013.1,,,,,,,,,1300,,,17.3,,,,
189,2016-04-21 01:00,17.3,2,1.5,50,96,18.9,16.6,1005.3,1011,,,,,,,,,1100,,,17.3,,,,
189,2016-04-21 02:00,16.8,5,2,180,97,18.5,16.3,1003.9,1009.6,,,,,,,,,450,,,17.3,,,,
189,2016-04-21 03:00,16.9,8.2,1.8,180,98,18.8,16.5,1002.7,1008.4,,,,,,,,,70,,,17.3,,,,
189,2016-04-21 04:00,17.4,2.7,1.3,110,98,19.4,17,1001.9,1007.6,,,,,,,,,600,,,17.5,,,,
189,2016-04-21 05:00,17.5,3.8,2.1,230,98,19.5,17.1,1000.5,1006.2,,,,,,,,,1800,,,17.7,,,,
